Age,Gender,Years of Experience,Salary
27,4,2,70000
54,4,17,195000
31,4,7,140000
32,4,6,130000
38,2,10,155000
51,4,16,190000
28,4,2,70000
27,4,3,80000
43,4,13,185000
27,2,3,100000
49,4,15,185000
48,4,16,190000
31,4,7,135000
40,2,12,160000
24,4,1,55000
27,4,3,80000
42,4,14,170000
24,2,1,55000
28,2,3,80000
43,4,13,185000
31,4,7,140000
43,4,13,180000
27,2,2,70000
49,4,15,185000
48,4,16,190000
31,4,6,125000
40,4,12,160000
36,4,8,140000
54,4,17,195000
27,4,2,70000
28,4,2,70000
44,4,11,170000
43,4,13,185000
54,4,17,195000
32,4,6,130000
38,4,10,155000
49,4,15,185000
27,4,3,80000
54,4,17,195000
31,4,7,135000
24,4,1,55000
48,4,16,190000
27,2,2,70000
43,4,13,185000
44,4,11,170000
37,4,9,150000
56,4,17,195000
28,4,2,70000
54,4,17,195000
31,4,6,125000
49,4,15,185000
54,4,17,195000
27,4,3,80000
42,4,14,170000
38,4,10,155000
43,4,13,185000
27,4,2,70000
31,4,7,140000
54,4,17,195000
36,4,8,140000
27,2,2,70000
49,4,15,185000
48,4,16,190000
31,4,7,135000
40,2,12,160000
24,4,1,55000
27,4,3,80000
43,4,13,185000
27,2,3,100000
49,4,15,185000
48,4,16,190000
31,4,6,125000
40,4,12,160000
36,4,8,140000
54,4,17,195000
27,4,2,70000
28,4,2,70000
44,4,11,170000
43,4,13,185000
54,4,17,195000
32,4,6,130000
38,4,10,155000
49,4,15,185000
27,4,3,80000
54,4,17,195000
31,4,7,135000
24,4,1,55000
48,4,16,190000
27,2,2,70000
43,4,13,185000
44,4,11,170000
37,4,9,150000
56,4,17,195000
28,4,2,70000
54,4,17,195000
31,4,6,125000
49,4,15,185000
54,4,17,195000
27,4,3,80000
42,4,14,170000
38,4,10,155000
36,4,7,120000
29,2,3,90000
41,2,14,180000
33,4,7,130000
42,4,12,170000
28,4,2,70000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
26,2,1,55000
47,4,16,190000
44,2,11,165000
30,4,5,105000
39,2,11,160000
32,4,6,110000
50,4,17,195000
27,4,3,85000
46,4,14,180000
25,2,1,55000
43,4,13,185000
35,4,8,140000
29,2,3,90000
40,2,12,160000
35,4,8,145000
41,4,13,185000
30,4,5,105000
33,4,6,110000
55,4,18,210000
31,4,6,115000
42,2,13,170000
27,2,3,80000
51,4,19,200000
34,2,7,130000
38,4,11,155000
29,4,5,105000
43,2,14,190000
36,4,8,140000
48,4,16,185000
35,2,8,145000
30,2,4,90000
50,4,18,195000
29,4,4,95000
41,4,13,170000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,55000
42,4,14,190000
31,4,6,115000
49,2,17,195000
36,4,9,150000
33,2,6,115000
45,4,16,185000
28,2,2,65000
39,2,12,160000
30,4,5,100000
46,4,15,180000
25,2,1,550
29,4,4,90000
40,2,12,160000
27,2,3,80000
50,4,18,195000
33,2,6,115000
37,4,10,150000
28,4,2,65000
44,2,14,190000
35,4,8,140000
47,4,16,185000
34,2,7,130000
31,2,5,105000
51,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
27,4,7,100000
31,2,6,110000
37,4,10,150000
27,4,3,80000
50,4,18,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
31,4,8,130000
27,4,3,80000
43,4,15,180000
35,2,8,140000
42,4,12,160000
28,2,2,55000
44,2,16,190000
32,4,7,120000
48,4,18,200000
30,2,5,100000
34,4,9,150000
37,2,11,170000
26,4,2,65000
49,2,19,210000
29,4,4,90000
41,4,14,180000
31,2,6,110000
37,4,10,150000
27,4,3,80000
50,4,18,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,2,16,185000
33,4,7,130000
30,4,5,105000
50,4,20,210000
31,4,6,95000
39,2,11,170000
27,4,2,65000
44,2,16,190000
32,4,7,120000
48,4,19,200000
30,2,5,100000
34,4,9,150000
37,2,11,170000
26,4,2,65000
49,2,19,210000
29,4,4,90000
41,4,14,180000
31,2,6,110000
37,4,10,150000
27,4,3,80000
50,4,18,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
46,4,16,185000
33,2,7,130000
30,2,5,105000
50,4,19,200000
30,4,5,100000
42,4,13,170000
33,2,6,115000
45,4,16,185000
29,2,4,90000
39,2,12,160000
27,4,3,80000
49,4,17,195000
32,2,6,115000
36,4,8,135000
27,4,2,65000
43,2,14,190000
34,4,8,140000
28,4,4,75000
33,2,7,95000
22,4,1,50000
44,4,15,180000
29,2,3,65000
31,4,6,120000
25,2,2,60000
38,4,10,150000
27,4,3,70000
46,2,20,220000
33,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
34,2,8,122485
25,4,12,169159
43,4,21,187081
53,6,31,166109
27,2,5,78354
25,4,2,90249
29,2,6,132720
52,4,23,161568
41,4,13,127346
49,2,19,120177
25,6,2,69032
35,4,8,101332
57,2,30,121450
35,2,12,166375
43,4,21,185119
37,2,10,149217
50,4,21,166512
52,2,28,186963
26,4,3,75072
34,2,10,163398
30,4,11,103947
60,2,33,179180
50,4,23,175966
58,4,27,190004
35,2,10,152039
28,4,5,76742
57,2,33,191790
46,2,20,139398
28,4,7,95845
34,4,12,160976
33,2,9,126753
37,6,14,161393
33,4,8,139817
53,4,25,181714
35,2,10,114776
30,4,6,105725
24,2,1,52731
36,4,8,106492
27,2,4,73895
23,4,1,119836
28,2,5,99747
52,4,25,168287
28,2,7,115920
32,4,11,128078
24,2,1,51265
43,4,22,165919
60,2,34,188651
24,4,0,55538
55,4,28,193964
29,2,4,104702
44,4,19,172955
40,2,16,138032
27,4,4,82683
43,4,17,155414
49,2,25,154207
30,4,8,107895
42,2,18,148446
26,4,4,102859
41,2,13,138662
46,4,23,181699
57,2,33,188232
22,2,0,51832
54,4,28,188484
42,2,16,138286
49,4,22,181132
27,2,4,73938
36,4,14,119224
31,2,6,101186
39,4,14,142360
41,2,20,151315
48,4,23,181021
39,2,15,134641
48,4,23,173851
31,6,8,104127
47,4,25,178859
29,2,5,98568
32,4,9,104661
38,2,13,134858
34,4,10,94502
23,6,2,62852
34,2,8,122485
25,4,12,169159
43,4,21,187081
53,6,31,166109
27,2,5,78354
25,4,2,90249
29,2,6,132720
52,4,23,161568
41,4,13,127346
49,2,19,120177
25,6,2,69032
35,4,8,101332
57,2,30,121450
35,2,12,166375
43,4,21,185119
37,2,10,149217
50,4,21,166512
52,2,28,186963
26,4,3,75072
34,2,10,163398
30,4,11,103947
60,2,33,179180
50,4,23,175966
58,4,27,190004
35,2,10,152039
28,4,5,76742
57,2,33,191790
46,2,20,139398
28,4,7,95845
34,4,12,160976
33,2,9,126753
37,6,14,161393
33,4,8,139817
53,4,25,181714
35,2,10,114776
30,4,6,105725
24,2,1,52731
36,4,8,106492
27,2,4,73895
23,4,1,119836
28,2,5,99747
52,4,25,168287
28,2,7,115920
32,4,11,128078
24,2,1,51265
43,4,22,165919
60,2,34,188651
24,4,0,55538
55,4,28,193964
29,2,4,104702
44,4,19,172955
40,2,16,138032
27,4,4,82683
43,4,17,155414
49,2,25,154207
30,4,8,107895
42,2,18,148446
26,4,4,102859
41,2,13,138662
46,4,23,181699
57,2,33,188232
22,2,0,51832
54,4,28,188484
42,2,16,138286
49,4,22,181132
27,2,4,73938
36,4,14,119224
31,2,6,101186
39,4,14,142360
41,2,20,151315
48,4,23,181021
39,2,15,134641
48,4,23,173851
31,6,8,104127
47,4,25,178859
29,2,5,98568
32,4,9,104661
38,2,13,134858
34,4,10,94502
23,6,2,62852
36,4,14,139095
30,2,5,106278
28,4,4,90452
46,2,23,168304
34,4,10,126593
44,4,19,152203
55,2,30,183138
35,4,9,130275
54,4,29,191915
23,2,2,62807
46,4,21,174305
33,2,9,133326
26,4,4,75656
43,2,19,155944
36,4,11,137775
23,2,0,51831
49,4,22,182237
35,2,10,151901
31,4,8,100052
54,6,29,158254
43,4,20,167207
33,2,10,112439
52,2,29,194214
28,4,5,84407
36,2,13,139413
43,4,20,143084
50,2,25,192344
24,4,1,106132
52,4,26,184816
46,2,19,150248
38,4,15,170995
29,4,6,88035
33,2,10,119419
47,4,21,173582
45,2,23,174436
28,4,4,71699
42,2,14,163558
46,4,24,166828
38,2,15,144496
54,4,31,193746
33,2,8,122581
27,4,4,79767
50,2,25,177177
26,4,4,89843
31,2,6,113563
35,4,10,128712
44,2,18,161621
32,4,8,121454
54,4,25,179987
26,2,3,72649
23,4,0,52612
48,2,24,184006
38,4,12,131960
30,2,5,102465
40,4,16,149748
45,2,22,171036
36,4,13,146351
52,4,26,185462
31,2,7,107718
26,4,4,90944
30,2,5,100425
24,4,2,63901
45,4,22,181902
33,2,9,136533
38,4,11,136285
54,2,31,191818
42,4,19,176643
28,2,4,70022
30,4,6,99363
43,2,19,152944
35,4,10,123386
44,4,21,168906
55,2,30,183020
23,4,1,47898
39,2,14,135853
43,4,17,149198
29,4,6,106662
51,4,28,186610
30,2,6,89995
26,4,4,85825
39,2,13,143814
49,4,24,174726
42,2,20,150534
27,4,4,68732
43,4,21,187951
37,2,13,137336
51,4,26,191159
29,2,5,102868
43,4,20,154281
31,4,8,111535
30,2,6,107906
36,4,13,143885
52,2,27,180958
28,4,6,108607
49,4,24,178284
27,2,4,75969
41,4,15,143705
56,2,31,197354
46,4,22,174324
32,2,8,123781
38,4,12,141735
52,4,28,187120
24,2,1,61095
49,4,22,179045
35,2,10,130355
31,4,7,103282
44,2,18,157872
33,4,10,117314
54,4,30,186321
33,2,11,129686
27,4,3,68611
51,2,25,177913
26,4,3,68472
31,2,6,113065
35,4,9,125091
45,2,23,172925
32,4,9,126916
54,4,27,183417
26,2,4,76898
23,4,1,579
26,2,2,65000
33,4,8,120000
29,2,4,90000
41,4,15,190000
35,2,9,140000
28,4,3,75000
37,2,11,160000
33,4,8,130000
24,2,2,60000
46,4,20,220000
29,2,5,80000
31,4,7,130000
27,2,3,65000
38,4,13,170000
30,2,6,110000
25,4,2,50000
44,4,18,210000
33,2,8,100000
22,4,1,50000
36,4,10,160000
28,2,4,70000
41,4,16,190000
34,2,9,140000
23,4,1,45000
32,2,7,120000
25,4,2,60000
37,2,11,150000
28,4,4,70000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
29,2,6,103579
45,4,19,163780
36,4,12,137878
30,2,4,92438
28,4,5,84181
46,2,21,174821
34,4,10,126520
44,4,18,152168
55,2,29,190543
35,4,9,131547
54,4,28,192292
23,2,1,52807
46,4,20,174938
33,2,8,124071
26,4,3,73640
43,2,19,156486
36,4,11,138859
23,2,0,52831
49,4,23,182392
35,2,11,151078
31,4,8,100679
54,6,29,158966
43,4,20,167924
33,2,10,113334
52,2,29,194778
28,4,4,77606
36,2,13,140010
43,4,20,142421
50,2,24,192756
24,4,1,106686
52,4,27,186794
46,2,19,150729
38,4,15,171652
29,4,6,88552
33,2,9,119918
47,4,21,174985
45,2,23,174336
28,4,4,72389
42,2,14,163978
46,4,25,166958
38,2,15,145052
54,4,32,195270
33,2,8,122970
27,4,4,80247
50,2,25,177862
26,4,4,91062
31,2,6,114290
35,4,10,128999
44,2,18,162454
32,4,8,122354
54,4,25,179756
26,2,3,73218
23,4,0,52612
48,2,24,184480
38,4,12,132442
30,2,5,102828
40,4,16,150301
45,2,22,171468
36,4,13,147326
52,4,26,185982
31,2,7,108267
26,4,4,91397
30,2,5,100867
24,4,2,64182
45,4,22,182506
33,2,9,136986
38,4,11,136662
54,2,32,191510
42,4,19,177347
28,2,3,70397
34,4,9,146075
46,2,18,155795
35,4,9,132638
49,2,22,178684
32,4,7,106218
54,4,28,191239
26,2,2,65840
23,4,0,52779
48,2,23,185038
38,4,14,136449
30,2,6,110707
40,4,17,151670
45,2,21,167015
36,4,13,146508
52,4,27,190596
31,2,6,104378
26,4,3,70216
30,2,5,101733
24,4,1,55935
45,4,21,180367
33,2,9,135596
38,4,11,136062
54,2,32,191267
42,4,19,177347
28,2,3,70397
34,4,9,146075
46,2,18,155795
35,4,9,132638
49,2,22,178684
32,4,7,106218
54,4,28,191239
26,2,2,65840
23,4,0,52779
48,2,23,185038
38,4,14,136449
30,2,6,110707
40,4,17,151670
45,2,21,167015
36,4,13,146508
52,4,27,190596
31,2,6,104378
26,4,3,70216
30,2,5,101733
24,4,1,55935
45,4,21,180367
33,2,9,135596
38,4,11,136062
54,2,32,191267
42,4,19,177347
29,2,6,103579
45,4,19,163780
36,4,12,137878
30,2,4,92438
28,4,5,84181
46,2,21,174821
34,4,10,126520
44,4,18,152168
55,2,29,190543
35,4,9,131547
54,4,28,192292
23,2,1,52807
46,4,20,174938
33,2,8,124071
26,4,3,73640
43,2,19,156486
36,4,11,138859
23,2,0,52831
49,4,23,182392
35,2,11,151078
31,4,8,100679
54,6,29,158966
43,4,20,167924
33,2,10,113334
52,2,29,194778
28,4,4,77606
36,2,13,140010
43,4,20,142421
50,2,24,192756
24,4,1,106686
52,4,27,186794
46,2,19,150729
38,4,15,171652
29,4,6,88552
33,2,9,119918
47,4,21,174985
45,2,23,174336
28,4,4,72389
42,2,14,163978
46,4,25,166958
38,2,15,145052
54,4,32,195270
33,2,8,122970
27,4,4,80247
50,2,25,177862
26,4,4,91062
31,2,6,114290
35,4,10,128999
44,2,18,162454
32,4,8,122354
54,4,25,179756
26,2,3,73218
23,4,0,52612
48,2,24,184480
38,4,12,132442
30,2,5,102828
40,4,16,150301
45,2,22,171468
36,4,13,147326
52,4,26,185982
31,2,7,108267
26,4,4,91397
30,2,5,100867
24,4,2,64182
45,4,22,182506
33,2,9,136986
38,4,11,136662
54,2,32,191510
42,4,19,177347
28,2,3,70397
34,4,9,146075
46,2,18,155795
35,4,9,132638
49,2,22,178684
32,4,7,106218
54,4,28,191239
26,2,2,65840
23,4,0,52779
48,2,23,185038
38,4,14,136449
30,2,6,110707
40,4,17,151670
45,2,21,167015
36,4,13,146508
52,4,27,190596
31,2,6,104378
26,4,3,70216
30,2,5,101733
24,4,1,55935
45,4,21,180367
33,2,9,135596
38,4,11,136062
54,2,32,191267
42,4,19,177347
28,2,3,70397
34,4,9,146075
46,2,18,155795
35,4,9,132638
49,2,22,178684
32,4,7,106218
54,4,28,191239
26,2,2,65840
23,4,0,52779
48,2,23,185038
38,4,14,136449
30,2,6,110707
40,4,17,151670
45,2,21,167015
36,4,13,146508
52,4,27,190596
31,2,6,104378
26,4,3,70216
30,2,5,101733
24,4,1,55935
45,4,21,180367
33,2,9,135596
38,4,11,136062
54,2,32,191267
42,4,19,177347
29,2,6,103579
45,4,19,163780
36,4,12,137878
30,2,4,92438
28,4,5,84181
46,2,21,174821
34,4,10,126520
44,4,18,152168
55,2,29,190543
35,4,9,131547
54,4,28,192292
23,2,1,52807
46,4,20,174938
33,2,8,124071
26,4,3,73640
43,2,19,156486
36,4,11,138859
23,2,0,52831
49,4,23,182392
35,2,11,151078
31,4,8,100679
54,6,29,158966
43,4,20,167924
33,2,10,113334
52,2,29,194778
28,4,4,77606
36,2,13,140010
43,4,20,142421
50,2,24,192756
24,4,1,106686
52,4,27,186794
46,2,19,150729
38,4,15,171652
29,4,6,88552
33,2,9,119918
47,4,21,174985
45,2,23,174336
28,4,4,72389
42,2,14,163978
46,4,25,166958
38,2,15,145052
54,4,32,195270
33,2,8,122970
27,4,4,80247
50,2,25,177862
26,4,4,91062
31,2,6,114290
35,4,10,128999
44,2,18,162454
32,4,8,122354
54,4,25,179756
26,2,3,73218
23,4,0,52612
48,2,23,185038
38,4,12,132442
30,2,5,102828
40,4,16,150301
45,2,22,171468
36,4,13,147326
52,4,26,185982
31,2,7,108267
26,4,3,91397
30,2,5,100867
24,4,2,64182
45,4,22,182506
33,2,9,136986
38,4,11,136662
54,2,32,191510
42,4,19,177347
28,2,4,82944
48,4,23,188288
36,2,14,141090
43,4,19,152726
33,2,9,124141
26,4,3,67556
50,2,22,182768
41,4,15,148727
29,2,6,91903
38,4,14,147708
48,2,21,163209
31,4,8,120288
45,4,21,170226
35,2,11,134979
42,4,16,137489
