Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,0,4,20,7,170000
31,1,1,18,9,190000
28,0,1,177,5,150000
26,1,1,18,3,120000
29,0,3,20,6,150000
32,1,1,177,8,180000
33,0,3,107,11,195000
24,1,1,18,2,95000
27,1,1,177,4,160000
25,0,1,18,2,100000
30,0,4,20,7,170000
31,1,1,18,9,190000
28,0,1,177,5,150000
26,1,1,18,3,120000
29,0,3,20,6,150000
32,1,1,177,8,180000
33,0,3,107,11,195000
24,1,1,18,2,95000
27,1,1,177,4,160000
25,0,1,18,2,100000
30,0,4,20,7,170000
29,1,1,177,7,180000
27,0,1,18,5,120000
33,1,3,20,10,195000
28,1,1,177,4,160000
26,0,1,18,3,100000
31,1,1,107,8,190000
30,1,3,177,6,170000
32,0,1,20,9,185000
29,1,1,18,7,130000
35,0,1,107,12,190000
27,1,1,177,5,150000
28,0,3,20,6,150000
37,1,4,107,14,195000
26,1,1,18,3,110000
30,0,1,177,8,180000
31,1,3,20,9,185000
29,0,1,18,7,130000
32,1,1,177,10,190000
28,0,3,20,6,155000
34,1,1,177,12,195000
25,0,1,18,2,90000
30,1,1,107,8,185000
29,0,1,18,6,120000
31,1,1,177,9,180000
26,0,1,18,3,100000
33,1,3,20,10,195000
28,1,1,177,4,160000
27,0,1,18,5,125000
30,1,3,177,6,170000
32,0,1,20,9,185000
29,1,1,18,7,130000
35,0,1,107,12,190000
27,1,1,177,5,150000
28,0,3,20,6,150000
37,1,4,107,14,195000
26,1,1,18,3,110000
30,0,1,177,8,180000
31,1,3,20,9,185000
29,0,1,18,7,130000
32,1,1,177,10,190000
28,0,3,20,6,155000
34,1,1,177,12,195000
25,0,1,18,2,90000
30,1,1,107,8,185000
29,0,1,18,6,120000
31,1,1,177,9,180000
26,0,1,18,3,100000
33,1,3,20,10,195000
28,1,1,177,4,160000
27,0,1,18,5,125000
30,1,3,177,6,170000
32,0,1,20,9,185000
29,1,1,18,7,130000
35,0,1,107,12,190000
27,1,1,177,5,150000
28,0,3,20,6,150000
37,1,4,107,14,195000
26,1,1,18,3,110000
30,0,1,177,8,180000
31,1,3,20,9,185000
29,0,1,18,7,130000
32,1,1,177,10,190000
28,0,3,20,6,155000
34,1,1,177,12,195000
25,0,1,18,2,90000
30,1,1,107,8,185000
29,0,1,18,6,120000
31,1,1,177,9,180000
26,0,1,18,3,100000
33,1,3,20,10,195000
28,1,1,177,4,160000
27,0,1,18,5,125000
30,1,3,177,6,170000
32,0,1,20,9,185000
29,1,1,18,7,130000
35,0,1,107,12,190000
27,1,1,177,5,150000
28,0,3,20,6,150000
37,1,4,107,14,195000
26,1,1,18,3,110000
30,0,1,177,8,180000
31,1,3,20,9,185000
29,0,1,18,7,130000
32,1,1,177,10,190000
28,0,3,20,6,155000
34,1,1,177,12,195000
25,0,1,18,2,90000
30,1,1,107,8,185000
29,0,1,18,6,120000
31,1,1,177,9,180000
26,0,1,18,3,100000
33,1,3,20,10,195000
28,1,1,177,4,160000
27,0,1,18,5,125000
30,1,3,177,6,170000
32,0,1,20,9,185000
29,1,1,18,7,130000
35,0,1,107,12,190000
27,1,1,177,5,150000
28,0,3,20,6,150000
37,1,4,107,14,195000
26,1,1,18,3,110000
30,0,1,177,8,180000
31,1,3,20,9,185000
29,0,1,18,7,130000
32,1,1,177,10,190000
28,0,3,20,6,155000
34,1,1,177,12,195000
25,0,1,18,2,90000
30,1,1,107,8,185000
28,1,1,169,7,175000
44,1,4,178,18,190000
33,0,3,3,5,110000
50,1,4,159,16,195000
27,0,3,45,3,100000
25,1,1,44,1,60000
35,1,3,169,8,155000
47,0,4,45,12,175000
46,0,3,159,13,180000
32,1,1,3,4,95000
61,1,4,178,20,200000
41,1,3,169,11,165000
37,1,3,159,9,145000
53,1,4,178,19,195000
30,0,1,44,2,75000
26,0,3,3,3,90000
37,0,3,169,9,155000
32,1,1,45,5,115000
44,0,3,169,12,170000
50,0,4,178,16,190000
27,1,1,159,4,115000
42,1,4,45,14,180000
57,1,4,178,18,195000
35,1,3,169,7,140000
62,1,4,178,19,200000
26,0,3,3,2,70000
42,0,3,159,11,170000
41,0,4,178,14,185000
36,0,3,45,8,140000
49,1,4,178,15,185000
49,1,4,159,15,185000
47,1,4,178,15,180000
47,1,4,169,14,175000
26,1,1,44,2,70000
24,0,1,3,1,60000
62,1,4,178,20,200000
42,1,4,169,14,170000
41,0,3,159,11,165000
23,1,1,45,1,55000
55,1,4,178,17,190000
26,0,3,3,3,90000
33,0,1,44,5,105000
31,1,3,45,6,130000
50,0,4,178,16,185000
24,0,3,3,1,60000
56,1,4,178,17,195000
24,1,1,44,1,60000
37,1,3,169,8,150000
43,0,4,159,13,180000
44,0,3,169,12,170000
34,1,3,3,6,125000
45,1,4,178,15,185000
29,1,1,45,3,90000
29,1,1,44,3,80000
29,0,1,3,3,85000
48,1,4,159,16,190000
43,0,3,178,11,160000
62,1,4,178,19,200000
54,1,4,178,17,195000
60,1,4,178,18,195000
54,0,4,178,14,190000
27,0,3,45,3,95000
23,1,1,3,1,55000
45,1,4,169,13,185000
32,0,3,45,5,120000
57,1,4,178,16,195000
47,1,4,178,14,175000
25,0,3,3,2,75000
58,1,4,178,17,200000
41,0,3,169,12,160000
41,1,4,178,12,175000
26,1,1,44,2,70000
47,1,4,169,15,180000
24,0,1,3,1,60000
48,1,4,159,16,190000
32,1,1,45,5,120000
61,1,4,178,20,200000
45,1,4,159,14,185000
50,0,4,178,16,190000
53,1,4,178,18,195000
47,0,4,169,14,170000
23,1,1,44,1,55000
33,1,3,3,6,130000
42,1,4,178,14,180000
45,1,4,159,14,185000
23,1,1,44,1,55000
37,1,3,169,9,145000
44,0,3,159,12,170000
54,1,4,178,17,195000
38,0,3,3,10,155000
34,1,3,45,6,125000
46,0,4,178,14,180000
30,1,1,3,4,95000
44,0,3,169,11,170000
27,0,3,45,3,100000
42,1,4,159,14,175000
27,1,1,44,3,80000
54,1,4,178,18,195000
38,1,3,169,10,155000
31,1,3,159,6,125000
28,0,3,45,4,110000
30,0,3,3,6,130000
54,1,4,178,16,190000
62,1,4,178,20,200000
62,1,4,178,19,200000
37,1,3,169,9,150000
31,1,3,169,7,140000
58,0,4,178,17,195000
56,1,4,178,17,195000
23,0,1,3,1,55000
49,1,4,178,15,185000
32,0,3,45,5,120000
52,0,4,178,16,190000
32,0,3,45,6,130000
50,0,4,178,16,190000
32,1,3,3,6,130000
34,1,3,45,7,140000
28,1,1,44,2,70000
44,1,3,159,11,170000
55,1,4,178,17,190000
27,1,1,44,3,80000
46,1,4,178,14,180000
27,0,3,3,2,70000
45,1,4,159,14,185000
23,0,1,44,1,55000
36,0,3,45,8,140000
47,0,4,169,14,170000
33,1,3,3,6,130000
43,1,4,178,13,180000
30,1,1,3,4,95000
28,0,1,44,2,70000
43,1,3,159,12,165000
43,1,4,159,13,185000
36,1,3,169,7,140000
24,1,1,44,1,60000
28,0,1,44,3,80000
37,1,3,169,9,150000
41,0,4,178,14,185000
26,1,1,44,2,70000
28,0,3,3,3,90000
43,1,4,169,12,170000
42,1,4,169,14,170000
48,1,4,159,16,190000
27,0,3,3,2,70000
49,1,4,178,15,185000
44,1,4,159,12,170000
27,0,3,45,3,100000
37,1,3,169,10,155000
44,0,3,159,12,170000
56,1,4,178,18,195000
49,1,4,178,15,185000
27,1,1,44,2,70000
48,1,4,159,16,190000
31,1,3,45,7,140000
25,1,1,44,1,60000
50,1,4,178,16,190000
46,1,4,178,14,180000
33,1,3,45,6,130000
42,1,4,169,14,170000
41,1,4,159,12,165000
43,1,4,159,13,185000
32,1,3,3,6,130000
24,1,1,44,1,60000
44,0,3,169,11,170000
36,1,3,169,7,140000
28,0,3,45,4,110000
28,1,1,44,2,70000
37,1,3,169,9,145000
54,1,4,178,16,190000
58,1,4,178,17,200000
27,1,1,44,3,80000
30,1,1,3,4,95000
27,0,3,45,3,100000
54,1,4,178,17,195000
49,1,4,178,15,185000
38,1,3,169,10,155000
54,1,4,178,18,195000
31,1,3,159,6,125000
56,1,4,178,17,195000
31,1,3,169,7,140000
42,1,4,169,14,170000
44,1,3,159,11,170000
37,1,3,169,9,150000
24,0,1,3,1,60000
27,1,1,44,2,70000
42,1,4,169,14,170000
24,0,1,44,1,55000
28,0,1,44,3,80000
43,1,4,159,13,185000
31,1,3,45,7,140000
43,1,4,178,13,180000
27,0,3,3,2,70000
49,1,4,178,15,185000
48,1,4,159,16,190000
30,0,3,3,6,130000
28,0,3,45,4,110000
46,1,4,178,14,180000
37,1,3,169,9,145000
42,1,4,169,14,170000
43,1,4,159,12,165000
31,1,3,169,7,140000
56,1,4,178,17,195000
37,1,3,169,10,155000
54,1,4,178,16,190000
58,1,4,178,17,195000
33,1,3,3,6,130000
29,0,1,44,3,85000
52,1,4,178,18,200000
36,1,3,45,8,140000
26,1,1,3,2,65000
47,1,4,159,16,190000
32,1,3,45,6,120000
29,1,1,44,3,80000
28,0,3,3,3,90000
54,1,4,178,16,190000
57,1,4,178,18,200000
51,1,4,178,16,190000
28,0,3,45,4,110000
46,1,4,178,14,180000
27,0,3,3,2,65000
45,1,4,159,14,185000
23,0,1,44,1,55000
36,1,3,45,7,130000
48,1,4,159,16,190000
33,0,3,45,5,120000
38,0,3,3,10,155000
51,1,4,178,16,190000
27,0,3,45,3,100000
37,1,3,169,9,150000
44,0,3,159,12,170000
27,1,1,44,3,80000
38,1,3,169,10,155000
54,1,4,178,17,195000
49,1,4,178,15,185000
27,1,1,44,2,70000
48,1,4,159,16,190000
31,1,3,45,7,140000
25,1,1,44,1,55000
50,1,4,178,16,190000
46,1,4,178,14,180000
33,1,3,45,6,130000
42,1,4,169,14,170000
41,1,4,159,12,165000
43,1,4,159,13,185000
32,1,3,3,6,130000
24,1,1,44,1,60000
44,0,3,169,11,170000
36,1,3,169,7,140000
28,0,3,45,4,110000
28,1,1,44,2,70000
37,1,3,169,9,145000
54,1,4,178,16,190000
58,1,4,178,17,200000
27,1,1,44,3,80000
30,1,1,3,4,95000
27,0,3,45,3,100000
54,1,4,178,17,195000
49,1,4,178,15,185000
38,1,3,169,10,155000
54,1,4,178,18,195000
31,1,3,159,6,125000
56,1,4,178,17,195000
31,1,3,169,7,140000
42,1,4,169,14,170000
44,1,3,159,11,170000
37,1,3,169,9,150000
24,0,1,3,1,60000
27,1,1,44,2,70000
42,1,4,169,14,170000
24,0,1,44,1,55000
28,0,1,44,3,80000
43,1,4,159,13,185000
31,1,3,45,7,140000
43,1,4,178,13,180000
27,0,3,3,2,70000
49,1,4,178,15,185000
48,1,4,159,16,190000
31,1,3,159,6,125000
40,1,4,169,12,160000
36,1,3,169,8,140000
54,1,4,178,17,195000
27,1,1,44,2,70000
28,1,1,44,2,70000
44,1,3,159,11,170000
43,1,4,159,13,185000
54,1,4,178,17,195000
32,1,3,3,6,130000
38,1,3,169,10,155000
49,1,4,178,15,185000
27,1,1,44,3,80000
54,1,4,178,17,195000
31,1,3,159,7,135000
24,1,1,3,1,55000
48,1,4,159,16,190000
27,0,3,3,2,70000
43,1,4,159,13,185000
44,1,3,159,11,170000
37,1,3,169,9,150000
56,1,4,178,17,195000
28,1,1,44,2,70000
54,1,4,178,17,195000
31,1,3,159,6,125000
49,1,4,178,15,185000
27,0,3,3,2,70000
38,1,3,169,10,155000
27,1,1,44,3,80000
43,1,4,159,13,185000
48,1,4,159,16,190000
44,1,3,159,11,170000
54,1,4,178,17,195000
37,1,3,169,9,150000
28,1,1,44,2,70000
27,0,3,3,2,70000
49,1,4,178,15,185000
31,1,3,159,7,135000
27,1,1,44,3,80000
54,1,4,178,17,195000
38,1,3,169,10,155000
44,1,3,159,11,170000
43,1,4,159,13,185000
27,1,1,44,2,70000
48,1,4,159,16,190000
31,1,3,159,6,125000
54,1,4,178,17,195000
37,1,3,169,9,150000
28,1,1,44,2,70000
27,0,3,3,2,70000
34,1,1,44,5,95000
43,0,3,169,12,170000
27,1,1,3,2,75000
56,0,4,178,18,210000
32,1,3,45,7,135000
40,1,4,169,12,160000
23,1,1,44,1,55000
46,1,4,159,16,190000
41,0,4,159,11,165000
28,0,1,44,3,80000
34,1,1,3,6,120000
49,1,4,178,15,185000
43,1,4,159,13,185000
54,1,4,178,16,190000
36,1,3,169,8,140000
33,1,3,45,6,130000
27,0,3,3,2,70000
44,1,3,159,11,170000
31,1,3,159,6,125000
38,1,3,169,10,155000
27,1,1,44,2,70000
54,1,4,178,17,195000
31,1,3,169,7,140000
32,1,3,3,6,130000
38,0,3,3,10,155000
51,1,4,178,16,190000
28,1,1,44,2,70000
27,1,1,44,3,80000
43,1,4,159,13,185000
27,0,3,45,3,100000
49,1,4,178,15,185000
48,1,4,159,16,190000
31,1,3,159,7,135000
40,0,4,169,12,160000
24,1,1,44,1,55000
27,1,1,44,3,80000
42,1,4,169,14,170000
24,0,1,44,1,55000
28,0,1,44,3,80000
43,1,4,159,13,185000
31,1,3,45,7,140000
43,1,4,178,13,180000
27,0,3,3,2,70000
49,1,4,178,15,185000
48,1,4,159,16,190000
31,1,3,159,6,125000
40,1,4,169,12,160000
36,1,3,169,8,140000
54,1,4,178,17,195000
27,1,1,44,2,70000
28,1,1,44,2,70000
44,1,3,159,11,170000
43,1,4,159,13,185000
54,1,4,178,17,195000
32,1,3,3,6,130000
38,1,3,169,10,155000
49,1,4,178,15,185000
27,1,1,44,3,80000
54,1,4,178,17,195000
31,1,3,159,7,135000
24,1,1,3,1,55000
48,1,4,159,16,190000
27,0,3,3,2,70000
43,1,4,159,13,185000
44,1,3,159,11,170000
37,1,3,169,9,150000
56,1,4,178,17,195000
28,1,1,44,2,70000
54,1,4,178,17,195000
31,1,3,159,6,125000
49,1,4,178,15,185000
54,1,4,178,17,195000
27,1,1,44,3,80000
42,1,4,169,14,170000
38,1,3,169,10,155000
43,1,4,159,13,185000
27,1,1,44,2,70000
31,1,3,45,7,140000
54,1,4,178,17,195000
36,1,3,169,8,140000
27,0,3,3,2,70000
49,1,4,178,15,185000
48,1,4,159,16,190000
31,1,3,159,7,135000
40,0,4,169,12,160000
24,1,1,44,1,55000
27,1,1,44,3,80000
43,1,4,159,13,185000
27,0,3,45,3,100000
49,1,4,178,15,185000
48,1,4,159,16,190000
31,1,3,159,6,125000
40,1,4,169,12,160000
36,1,3,169,8,140000
54,1,4,178,17,195000
27,1,1,44,2,70000
28,1,1,44,2,70000
44,1,3,159,11,170000
43,1,4,159,13,185000
54,1,4,178,17,195000
32,1,3,3,6,130000
38,1,3,169,10,155000
49,1,4,178,15,185000
27,1,1,44,3,80000
54,1,4,178,17,195000
31,1,3,159,7,135000
24,1,1,3,1,55000
48,1,4,159,16,190000
27,0,3,3,2,70000
43,1,4,159,13,185000
44,1,3,159,11,170000
37,1,3,169,9,150000
56,1,4,178,17,195000
28,1,1,44,2,70000
54,1,4,178,17,195000
31,1,3,159,6,125000
49,1,4,178,15,185000
54,1,4,178,17,195000
27,1,1,44,3,80000
42,1,4,169,14,170000
38,1,3,169,10,155000
36,1,1,44,7,120000
29,0,3,3,3,90000
41,0,4,178,14,180000
33,1,1,45,7,130000
42,1,4,169,12,170000
28,1,1,3,2,70000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
26,0,3,44,1,55000
47,1,4,159,16,190000
44,0,4,178,11,165000
30,1,3,45,5,105000
39,0,3,169,11,160000
32,1,1,44,6,110000
50,1,4,178,17,195000
27,1,1,3,3,85000
46,1,4,159,14,180000
25,0,1,44,1,55000
43,1,4,159,13,185000
35,1,1,3,8,140000
29,0,3,3,3,90000
40,0,4,169,12,160000
35,1,1,45,8,145000
41,1,4,159,13,185000
30,1,3,45,5,105000
33,1,1,44,6,110000
55,1,4,178,18,210000
31,1,1,44,6,115000
42,0,3,178,13,170000
27,0,1,3,3,80000
51,1,4,159,19,200000
34,0,3,45,7,130000
38,1,1,178,11,155000
29,1,1,44,5,105000
43,0,4,159,14,190000
36,1,3,3,8,140000
48,1,4,178,16,185000
35,0,1,45,8,145000
30,0,3,44,4,90000
50,1,4,159,18,195000
29,1,1,3,4,95000
41,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,55000
42,1,4,178,14,190000
31,1,1,45,6,115000
49,0,4,159,17,195000
36,1,3,3,9,150000
33,0,1,45,6,115000
45,1,4,178,16,185000
28,0,1,44,2,65000
39,0,3,178,12,160000
30,1,1,3,5,100000
46,1,4,159,15,180000
25,0,1,44,1,550
29,1,1,44,4,90000
40,0,3,178,12,160000
27,0,1,3,3,80000
50,1,4,159,18,195000
33,0,3,45,6,115000
37,1,1,178,10,150000
28,1,1,44,2,65000
44,0,4,159,14,190000
35,1,3,3,8,140000
47,1,4,178,16,185000
34,0,1,45,7,130000
31,0,3,44,5,105000
51,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
27,1,1,22,7,100000
31,0,1,44,6,110000
37,1,3,178,10,150000
27,1,1,3,3,80000
50,1,4,159,18,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
31,1,3,178,8,130000
27,1,1,3,3,80000
43,1,4,159,15,180000
35,0,3,45,8,140000
42,1,1,178,12,160000
28,0,1,44,2,55000
44,0,4,159,16,190000
32,1,3,3,7,120000
48,1,4,178,18,200000
30,0,1,45,5,100000
34,1,3,44,9,150000
37,0,1,178,11,170000
