Age,Gender,Years of Experience,Salary
30,Female,6,130000
28,Female,4,110000
46,Male,14,180000
37,Male,9,145000
42,Male,14,170000
43,Male,12,165000
31,Male,7,140000
56,Male,17,195000
37,Male,10,155000
54,Male,16,190000
58,Male,17,195000
33,Male,6,130000
29,Female,3,85000
52,Male,18,200000
36,Male,8,140000
26,Male,2,65000
47,Male,16,190000
32,Male,6,120000
29,Male,3,80000
28,Female,3,90000
54,Male,16,190000
57,Male,18,200000
51,Male,16,190000
28,Female,4,110000
46,Male,14,180000
27,Female,2,65000
45,Male,14,185000
23,Female,1,55000
36,Male,7,130000
48,Male,16,190000
33,Female,5,120000
38,Female,10,155000
51,Male,16,190000
27,Female,3,100000
37,Male,9,150000
44,Female,12,170000
27,Male,3,80000
38,Male,10,155000
54,Male,17,195000
49,Male,15,185000
27,Male,2,70000
48,Male,16,190000
31,Male,7,140000
25,Male,1,55000
50,Male,16,190000
46,Male,14,180000
33,Male,6,130000
42,Male,14,170000
41,Male,12,165000
43,Male,13,185000
32,Male,6,130000
24,Male,1,60000
44,Female,11,170000
36,Male,7,140000
28,Female,4,110000
28,Male,2,70000
37,Male,9,145000
54,Male,16,190000
58,Male,17,200000
27,Male,3,80000
30,Male,4,95000
27,Female,3,100000
54,Male,17,195000
49,Male,15,185000
38,Male,10,155000
54,Male,18,195000
31,Male,6,125000
56,Male,17,195000
31,Male,7,140000
42,Male,14,170000
44,Male,11,170000
37,Male,9,150000
24,Female,1,60000
27,Male,2,70000
42,Male,14,170000
24,Female,1,55000
28,Female,3,80000
43,Male,13,185000
31,Male,7,140000
43,Male,13,180000
27,Female,2,70000
49,Male,15,185000
48,Male,16,190000
31,Male,6,125000
40,Male,12,160000
36,Male,8,140000
54,Male,17,195000
27,Male,2,70000
28,Male,2,70000
44,Male,11,170000
43,Male,13,185000
54,Male,17,195000
32,Male,6,130000
38,Male,10,155000
49,Male,15,185000
27,Male,3,80000
54,Male,17,195000
31,Male,7,135000
24,Male,1,55000
48,Male,16,190000
27,Female,2,70000
43,Male,13,185000
44,Male,11,170000
37,Male,9,150000
56,Male,17,195000
28,Male,2,70000
54,Male,17,195000
31,Male,6,125000
49,Male,15,185000
27,Female,2,70000
38,Male,10,155000
27,Male,3,80000
43,Male,13,185000
48,Male,16,190000
44,Male,11,170000
54,Male,17,195000
37,Male,9,150000
28,Male,2,70000
27,Female,2,70000
49,Male,15,185000
31,Male,7,135000
27,Male,3,80000
54,Male,17,195000
38,Male,10,155000
44,Male,11,170000
43,Male,13,185000
27,Male,2,70000
48,Male,16,190000
31,Male,6,125000
54,Male,17,195000
37,Male,9,150000
28,Male,2,70000
27,Female,2,70000
34,Male,5,95000
43,Female,12,170000
27,Male,2,75000
56,Female,18,210000
32,Male,7,135000
40,Male,12,160000
23,Male,1,55000
46,Male,16,190000
41,Female,11,165000
28,Female,3,80000
34,Male,6,120000
49,Male,15,185000
43,Male,13,185000
54,Male,16,190000
36,Male,8,140000
33,Male,6,130000
27,Female,2,70000
44,Male,11,170000
31,Male,6,125000
38,Male,10,155000
27,Male,2,70000
54,Male,17,195000
31,Male,7,140000
32,Male,6,130000
38,Female,10,155000
51,Male,16,190000
28,Male,2,70000
27,Male,3,80000
43,Male,13,185000
27,Female,3,100000
49,Male,15,185000
48,Male,16,190000
31,Male,7,135000
40,Female,12,160000
24,Male,1,55000
27,Male,3,80000
42,Male,14,170000
24,Female,1,55000
28,Female,3,80000
43,Male,13,185000
31,Male,7,140000
43,Male,13,180000
27,Female,2,70000
49,Male,15,185000
48,Male,16,190000
31,Male,6,125000
40,Male,12,160000
36,Male,8,140000
54,Male,17,195000
27,Male,2,70000
28,Male,2,70000
44,Male,11,170000
43,Male,13,185000
54,Male,17,195000
32,Male,6,130000
38,Male,10,155000
49,Male,15,185000
27,Male,3,80000
54,Male,17,195000
31,Male,7,135000
24,Male,1,55000
48,Male,16,190000
27,Female,2,70000
43,Male,13,185000
44,Male,11,170000
37,Male,9,150000
56,Male,17,195000
28,Male,2,70000
54,Male,17,195000
31,Male,6,125000
49,Male,15,185000
54,Male,17,195000
27,Male,3,80000
42,Male,14,170000
38,Male,10,155000
43,Male,13,185000
27,Male,2,70000
31,Male,7,140000
54,Male,17,195000
36,Male,8,140000
27,Female,2,70000
49,Male,15,185000
48,Male,16,190000
31,Male,7,135000
40,Female,12,160000
24,Male,1,55000
27,Male,3,80000
43,Male,13,185000
27,Female,3,100000
49,Male,15,185000
48,Male,16,190000
31,Male,6,125000
40,Male,12,160000
36,Male,8,140000
54,Male,17,195000
27,Male,2,70000
28,Male,2,70000
44,Male,11,170000
43,Male,13,185000
54,Male,17,195000
32,Male,6,130000
38,Male,10,155000
49,Male,15,185000
27,Male,3,80000
54,Male,17,195000
31,Male,7,135000
24,Male,1,55000
48,Male,16,190000
27,Female,2,70000
43,Male,13,185000
44,Male,11,170000
37,Male,9,150000
56,Male,17,195000
28,Male,2,70000
54,Male,17,195000
31,Male,6,125000
49,Male,15,185000
54,Male,17,195000
27,Male,3,80000
42,Male,14,170000
38,Male,10,155000
36,Male,7,120000
29,Female,3,90000
41,Female,14,180000
33,Male,7,130000
42,Male,12,170000
28,Male,2,70000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
26,Female,1,55000
47,Male,16,190000
44,Female,11,165000
30,Male,5,105000
39,Female,11,160000
32,Male,6,110000
50,Male,17,195000
27,Male,3,85000
46,Male,14,180000
25,Female,1,55000
43,Male,13,185000
35,Male,8,140000
29,Female,3,90000
40,Female,12,160000
35,Male,8,145000
41,Male,13,185000
30,Male,5,105000
33,Male,6,110000
55,Male,18,210000
31,Male,6,115000
42,Female,13,170000
27,Female,3,80000
51,Male,19,200000
34,Female,7,130000
38,Male,11,155000
29,Male,5,105000
43,Female,14,190000
36,Male,8,140000
48,Male,16,185000
35,Female,8,145000
30,Female,4,90000
50,Male,18,195000
29,Male,4,95000
41,Male,13,170000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,55000
42,Male,14,190000
31,Male,6,115000
49,Female,17,195000
36,Male,9,150000
33,Female,6,115000
45,Male,16,185000
28,Female,2,65000
39,Female,12,160000
30,Male,5,100000
46,Male,15,180000
25,Female,1,550
29,Male,4,90000
40,Female,12,160000
27,Female,3,80000
50,Male,18,195000
33,Female,6,115000
37,Male,10,150000
28,Male,2,65000
44,Female,14,190000
35,Male,8,140000
47,Male,16,185000
34,Female,7,130000
31,Female,5,105000
51,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
27,Male,7,100000
31,Female,6,110000
37,Male,10,150000
27,Male,3,80000
50,Male,18,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
31,Male,8,130000
27,Male,3,80000
43,Male,15,180000
35,Female,8,140000
42,Male,12,160000
28,Female,2,55000
44,Female,16,190000
32,Male,7,120000
48,Male,18,200000
30,Female,5,100000
34,Male,9,150000
37,Female,11,170000
26,Male,2,65000
49,Female,19,210000
29,Male,4,90000
41,Male,14,180000
31,Female,6,110000
37,Male,10,150000
27,Male,3,80000
50,Male,18,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Female,16,185000
33,Male,7,130000
30,Male,5,105000
50,Male,20,210000
31,Male,6,95000
39,Female,11,170000
27,Male,2,65000
44,Female,16,190000
32,Male,7,120000
48,Male,19,200000
30,Female,5,100000
34,Male,9,150000
37,Female,11,170000
26,Male,2,65000
49,Female,19,210000
29,Male,4,90000
41,Male,14,180000
31,Female,6,110000
37,Male,10,150000
27,Male,3,80000
50,Male,18,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
46,Male,16,185000
33,Female,7,130000
30,Female,5,105000
50,Male,19,200000
30,Male,5,100000
42,Male,13,170000
33,Female,6,115000
45,Male,16,185000
29,Female,4,90000
39,Female,12,160000
27,Male,3,80000
49,Male,17,195000
32,Female,6,115000
36,Male,8,135000
27,Male,2,65000
43,Female,14,190000
34,Male,8,140000
28,Male,4,75000
33,Female,7,95000
22,Male,1,50000
44,Male,15,180000
29,Female,3,65000
31,Male,6,120000
25,Female,2,60000
38,Male,10,150000
27,Male,3,70000
46,Female,20,220000
33,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
34,Female,8,122485
25,Male,12,169159
43,Male,21,187081
53,Other,31,166109
27,Female,5,78354
25,Male,2,90249
29,Female,6,132720
52,Male,23,161568
41,Male,13,127346
49,Female,19,120177
25,Other,2,69032
35,Male,8,101332
57,Female,30,121450
35,Female,12,166375
43,Male,21,185119
37,Female,10,149217
50,Male,21,166512
52,Female,28,186963
26,Male,3,75072
34,Female,10,163398
30,Male,11,103947
60,Female,33,179180
50,Male,23,175966
58,Male,27,190004
35,Female,10,152039
28,Male,5,76742
57,Female,33,191790
46,Female,20,139398
28,Male,7,95845
34,Male,12,160976
33,Female,9,126753
37,Other,14,161393
33,Male,8,139817
53,Male,25,181714
35,Female,10,114776
30,Male,6,105725
24,Female,1,52731
36,Male,8,106492
27,Female,4,73895
23,Male,1,119836
28,Female,5,99747
52,Male,25,168287
28,Female,7,115920
32,Male,11,128078
24,Female,1,51265
43,Male,22,165919
60,Female,34,188651
24,Male,0,55538
55,Male,28,193964
29,Female,4,104702
44,Male,19,172955
40,Female,16,138032
27,Male,4,82683
43,Male,17,155414
49,Female,25,154207
30,Male,8,107895
42,Female,18,148446
26,Male,4,102859
41,Female,13,138662
46,Male,23,181699
57,Female,33,188232
22,Female,0,51832
54,Male,28,188484
42,Female,16,138286
49,Male,22,181132
27,Female,4,73938
36,Male,14,119224
31,Female,6,101186
39,Male,14,142360
41,Female,20,151315
48,Male,23,181021
39,Female,15,134641
48,Male,23,173851
31,Other,8,104127
47,Male,25,178859
29,Female,5,98568
32,Male,9,104661
38,Female,13,134858
34,Male,10,94502
23,Other,2,62852
34,Female,8,122485
25,Male,12,169159
43,Male,21,187081
53,Other,31,166109
27,Female,5,78354
25,Male,2,90249
29,Female,6,132720
52,Male,23,161568
41,Male,13,127346
49,Female,19,120177
25,Other,2,69032
35,Male,8,101332
57,Female,30,121450
35,Female,12,166375
43,Male,21,185119
37,Female,10,149217
50,Male,21,166512
52,Female,28,186963
26,Male,3,75072
34,Female,10,163398
30,Male,11,103947
60,Female,33,179180
50,Male,23,175966
58,Male,27,190004
35,Female,10,152039
28,Male,5,76742
57,Female,33,191790
46,Female,20,139398
28,Male,7,95845
34,Male,12,160976
33,Female,9,126753
37,Other,14,161393
33,Male,8,139817
53,Male,25,181714
35,Female,10,114776
30,Male,6,105725
24,Female,1,52731
36,Male,8,106492
27,Female,4,73895
23,Male,1,119836
28,Female,5,99747
52,Male,25,168287
28,Female,7,115920
32,Male,11,128078
24,Female,1,51265
43,Male,22,165919
60,Female,34,188651
24,Male,0,55538
55,Male,28,193964
29,Female,4,104702
44,Male,19,172955
40,Female,16,138032
27,Male,4,82683
43,Male,17,155414
49,Female,25,154207
30,Male,8,107895
42,Female,18,148446
26,Male,4,102859
41,Female,13,138662
46,Male,23,181699
57,Female,33,188232
22,Female,0,51832
54,Male,28,188484
42,Female,16,138286
49,Male,22,181132
27,Female,4,73938
36,Male,14,119224
31,Female,6,101186
39,Male,14,142360
41,Female,20,151315
48,Male,23,181021
39,Female,15,134641
48,Male,23,173851
31,Other,8,104127
47,Male,25,178859
29,Female,5,98568
32,Male,9,104661
38,Female,13,134858
34,Male,10,94502
23,Other,2,62852
36,Male,14,139095
30,Female,5,106278
28,Male,4,90452
46,Female,23,168304
34,Male,10,126593
44,Male,19,152203
55,Female,30,183138
35,Male,9,130275
54,Male,29,191915
23,Female,2,62807
46,Male,21,174305
33,Female,9,133326
26,Male,4,75656
43,Female,19,155944
36,Male,11,137775
23,Female,0,51831
49,Male,22,182237
35,Female,10,151901
31,Male,8,100052
54,Other,29,158254
43,Male,20,167207
33,Female,10,112439
52,Female,29,194214
28,Male,5,84407
36,Female,13,139413
43,Male,20,143084
50,Female,25,192344
24,Male,1,106132
52,Male,26,184816
46,Female,19,150248
38,Male,15,170995
29,Male,6,88035
33,Female,10,119419
47,Male,21,173582
45,Female,23,174436
28,Male,4,71699
42,Female,14,163558
46,Male,24,166828
38,Female,15,144496
54,Male,31,193746
33,Female,8,122581
27,Male,4,79767
50,Female,25,177177
26,Male,4,89843
31,Female,6,113563
35,Male,10,128712
44,Female,18,161621
32,Male,8,121454
54,Male,25,179987
26,Female,3,72649
23,Male,0,52612
48,Female,24,184006
38,Male,12,131960
30,Female,5,102465
40,Male,16,149748
45,Female,22,171036
36,Male,13,146351
52,Male,26,185462
31,Female,7,107718
26,Male,4,90944
30,Female,5,100425
24,Male,2,63901
45,Male,22,181902
33,Female,9,136533
38,Male,11,136285
54,Female,31,191818
42,Male,19,176643
28,Female,4,70022
30,Male,6,99363
43,Female,19,152944
35,Male,10,123386
44,Male,21,168906
55,Female,30,183020
23,Male,1,47898
39,Female,14,135853
43,Male,17,149198
29,Male,6,106662
51,Male,28,186610
30,Female,6,89995
26,Male,4,85825
39,Female,13,143814
49,Male,24,174726
42,Female,20,150534
27,Male,4,68732
43,Male,21,187951
37,Female,13,137336
51,Male,26,191159
29,Female,5,102868
43,Male,20,154281
31,Male,8,111535
30,Female,6,107906
36,Male,13,143885
52,Female,27,180958
28,Male,6,108607
49,Male,24,178284
27,Female,4,75969
41,Male,15,143705
56,Female,31,197354
46,Male,22,174324
32,Female,8,123781
38,Male,12,141735
52,Male,28,187120
24,Female,1,61095
49,Male,22,179045
35,Female,10,130355
31,Male,7,103282
44,Female,18,157872
33,Male,10,117314
54,Male,30,186321
33,Female,11,129686
27,Male,3,68611
51,Female,25,177913
26,Male,3,68472
31,Female,6,113065
35,Male,9,125091
45,Female,23,172925
32,Male,9,126916
54,Male,27,183417
26,Female,4,76898
23,Male,1,579
26,Female,2,65000
33,Male,8,120000
29,Female,4,90000
41,Male,15,190000
35,Female,9,140000
28,Male,3,75000
37,Female,11,160000
33,Male,8,130000
24,Female,2,60000
46,Male,20,220000
29,Female,5,80000
31,Male,7,130000
27,Female,3,65000
38,Male,13,170000
30,Female,6,110000
25,Male,2,50000
44,Male,18,210000
33,Female,8,100000
22,Male,1,50000
36,Male,10,160000
28,Female,4,70000
41,Male,16,190000
34,Female,9,140000
23,Male,1,45000
32,Female,7,120000
25,Male,2,60000
37,Female,11,150000
28,Male,4,70000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
29,Female,6,103579
45,Male,19,163780
36,Male,12,137878
30,Female,4,92438
28,Male,5,84181
46,Female,21,174821
34,Male,10,126520
44,Male,18,152168
55,Female,29,190543
35,Male,9,131547
54,Male,28,192292
23,Female,1,52807
46,Male,20,174938
33,Female,8,124071
