age,job,marital,education,balance,housing,loan,duration,campaign,deposit
57,retired,married,primary,9367,no,no,981,1,yes
75,retired,married,secondary,291,no,no,515,1,yes
64,retired,married,tertiary,846,no,no,671,1,yes
36,technician,married,tertiary,341,no,no,419,2,yes
29,technician,single,secondary,113,no,no,328,2,yes
34,management,single,tertiary,13014,no,no,637,1,yes
26,unemployed,single,secondary,632,no,no,218,1,yes
41,management,married,tertiary,27696,no,no,138,2,yes
47,blue-collar,married,secondary,3715,no,no,171,2,yes
52,management,married,tertiary,4675,no,no,181,3,yes
32,technician,married,secondary,3271,no,no,375,1,yes
21,student,single,secondary,123,no,no,379,5,yes
54,technician,married,secondary,10185,no,no,251,1,yes
29,management,single,tertiary,1026,no,no,138,2,yes
32,management,married,tertiary,905,no,no,666,4,yes
38,services,married,secondary,775,no,no,1835,3,yes
48,unemployed,married,secondary,926,no,no,382,4,yes
46,management,married,tertiary,349,no,no,295,2,yes
32,technician,married,secondary,484,yes,no,83,6,yes
49,services,married,primary,1830,yes,no,136,1,yes
37,management,married,tertiary,2987,yes,no,93,1,yes
37,technician,single,tertiary,197,no,no,531,1,yes
23,student,single,secondary,431,no,no,201,3,yes
58,admin.,married,secondary,169,no,no,216,1,yes
45,management,married,tertiary,226,yes,no,91,4,yes
30,unemployed,single,secondary,2424,no,no,337,1,yes
23,student,single,secondary,1234,no,no,379,1,yes
34,management,married,tertiary,271,yes,no,308,1,yes
27,management,single,tertiary,-69,yes,no,205,3,yes
28,student,single,tertiary,1562,no,no,659,4,yes
61,self-employed,divorced,tertiary,52587,no,no,394,3,yes
27,blue-collar,single,secondary,535,no,no,171,1,yes
34,management,single,tertiary,2159,no,no,386,1,yes
52,technician,married,secondary,195,yes,no,220,1,yes
28,technician,single,secondary,154,yes,no,416,2,yes
35,management,single,tertiary,681,no,no,737,1,yes
66,retired,married,secondary,2326,no,yes,232,1,yes
52,services,married,secondary,961,no,yes,222,1,yes
26,admin.,single,tertiary,2532,yes,yes,269,1,yes
38,management,single,tertiary,455,yes,no,255,2,yes
59,self-employed,married,tertiary,2013,no,no,222,4,yes
47,blue-collar,married,secondary,1568,yes,no,388,1,yes
22,student,single,,1215,no,no,145,3,yes
82,retired,married,secondary,121,no,no,330,1,yes
60,retired,divorced,secondary,1,no,no,302,1,yes
53,management,married,tertiary,597,no,no,392,1,yes
39,management,single,tertiary,763,no,no,543,1,yes
27,,single,,326,no,no,326,1,yes
35,management,married,tertiary,1380,no,no,155,1,yes
80,housemaid,married,primary,0,no,no,639,1,yes
47,admin.,married,secondary,368,no,no,269,1,yes
72,retired,divorced,tertiary,438,no,no,279,1,yes
45,management,single,tertiary,483,no,no,95,2,yes
37,unemployed,married,tertiary,7620,no,no,367,1,yes
29,self-employed,single,tertiary,805,no,no,132,1,yes
40,management,single,tertiary,0,yes,no,228,2,yes
32,management,married,tertiary,302,yes,yes,61,1,yes
20,student,single,secondary,215,no,no,175,1,yes
48,housemaid,married,tertiary,5473,no,no,127,2,yes
60,admin.,married,secondary,106,no,no,137,1,yes
70,retired,married,primary,2346,no,no,694,1,yes
78,retired,divorced,secondary,3219,no,no,151,1,yes
52,admin.,single,,2227,no,no,242,2,yes
61,self-employed,divorced,tertiary,6610,no,no,481,2,yes
27,services,single,secondary,195,yes,no,416,3,yes
63,technician,married,secondary,973,no,no,318,1,yes
59,technician,married,secondary,7766,yes,no,1422,1,yes
22,student,single,secondary,948,no,no,169,1,yes
66,management,married,,2149,yes,no,98,1,yes
74,retired,married,primary,1413,no,no,385,2,yes
52,technician,married,secondary,117,no,no,959,3,yes
71,retired,divorced,secondary,0,no,no,771,1,yes
33,management,married,tertiary,71,no,no,335,3,yes
56,technician,married,secondary,1938,no,yes,229,1,yes
30,management,single,tertiary,5359,no,no,427,1,yes
73,retired,married,,519,no,no,270,3,yes
28,blue-collar,single,secondary,-46,yes,no,525,1,yes
27,technician,single,tertiary,1075,no,no,658,1,yes
38,services,single,secondary,91,no,no,207,1,yes
28,technician,single,secondary,598,yes,no,177,1,yes
37,management,single,tertiary,1027,yes,no,313,1,yes
47,technician,married,primary,235,no,no,136,2,yes
60,retired,divorced,tertiary,2,no,no,228,4,yes
42,technician,married,secondary,4945,yes,no,311,2,yes
27,student,single,tertiary,311,no,no,187,3,yes
25,student,single,secondary,154,no,no,141,1,yes
90,retired,divorced,primary,712,no,no,557,1,yes
29,student,single,,7585,no,no,145,2,yes
29,technician,single,tertiary,2489,yes,no,355,1,yes
63,retired,married,secondary,2896,no,no,180,2,yes
32,management,single,tertiary,354,no,no,177,2,yes
32,management,married,tertiary,2667,yes,no,251,1,yes
42,management,married,tertiary,144,no,no,148,1,yes
26,admin.,single,tertiary,760,yes,no,456,2,yes
73,retired,single,secondary,1050,no,no,562,3,yes
26,student,single,secondary,5296,no,no,229,1,yes
60,admin.,married,secondary,12980,no,no,115,1,yes
25,blue-collar,single,secondary,509,no,no,418,1,yes
64,retired,married,tertiary,1644,no,no,341,4,yes
68,retired,married,primary,451,no,no,373,1,yes
39,services,married,secondary,53,no,no,257,1,yes
40,unemployed,single,secondary,334,no,no,219,1,yes
37,management,married,tertiary,6771,no,no,319,1,yes
36,services,married,secondary,52,yes,no,498,2,yes
33,management,divorced,tertiary,2240,no,no,264,2,yes
83,retired,married,tertiary,4761,no,no,659,1,yes
31,technician,married,tertiary,1570,yes,no,277,4,yes
64,unemployed,divorced,secondary,588,no,no,409,1,yes
59,unemployed,married,secondary,957,no,no,301,1,yes
33,management,single,tertiary,224,no,no,241,2,yes
35,management,married,tertiary,2161,no,no,139,2,yes
69,retired,married,,426,no,no,225,1,yes
31,management,single,tertiary,147,no,no,469,1,yes
73,retired,married,primary,508,no,no,176,1,yes
35,technician,married,secondary,294,yes,no,301,1,yes
28,management,single,tertiary,1825,no,no,236,1,yes
34,management,married,tertiary,158,no,no,212,3,yes
33,management,married,tertiary,0,yes,no,305,1,yes
36,services,married,secondary,4721,no,no,288,2,yes
44,management,married,,282,no,no,700,2,yes
19,student,single,,108,no,no,273,2,yes
28,management,single,tertiary,187,no,no,295,1,yes
51,blue-collar,married,primary,3764,no,no,450,3,yes
52,unemployed,married,secondary,1416,no,no,436,2,yes
61,retired,married,secondary,2801,yes,yes,239,1,yes
39,management,married,tertiary,494,no,no,106,2,yes
37,unemployed,married,secondary,1978,no,no,335,1,yes
80,retired,married,primary,155,no,no,290,1,yes
61,admin.,married,secondary,4608,no,no,212,1,yes
72,retired,married,secondary,951,no,yes,229,3,yes
36,management,married,tertiary,495,no,no,213,3,yes
74,retired,married,tertiary,1843,no,no,192,1,yes
35,blue-collar,married,secondary,262,no,no,427,1,yes
82,retired,divorced,primary,0,no,no,506,2,yes
71,retired,married,tertiary,3561,no,no,577,7,yes
38,housemaid,single,secondary,465,yes,no,180,1,yes
38,management,married,,76,no,no,261,1,yes
53,admin.,married,secondary,1796,no,no,295,1,yes
29,management,single,tertiary,874,yes,no,231,1,yes
64,retired,married,primary,2140,no,no,881,3,yes
35,unemployed,single,secondary,295,no,no,473,1,yes
35,admin.,married,secondary,304,no,no,237,1,yes
46,management,divorced,tertiary,624,no,no,420,1,yes
25,blue-collar,single,secondary,303,no,no,265,1,yes
46,management,married,tertiary,273,yes,no,910,2,yes
59,management,married,tertiary,3342,no,no,467,2,yes
35,technician,single,secondary,1227,no,no,593,4,yes
22,technician,single,secondary,283,yes,no,254,2,yes
31,management,single,tertiary,3384,no,no,247,3,yes
43,management,divorced,tertiary,2367,no,no,173,2,yes
35,management,single,tertiary,5958,yes,no,215,1,yes
60,admin.,married,secondary,3735,no,no,248,1,yes
54,management,married,secondary,2693,no,no,222,1,yes
29,self-employed,single,tertiary,655,no,no,273,1,yes
30,student,single,secondary,1681,no,no,128,1,yes
28,management,single,tertiary,866,no,no,191,2,yes
43,services,married,secondary,774,no,no,101,1,yes
37,services,married,secondary,2678,no,no,156,1,yes
62,management,married,tertiary,3371,no,no,187,1,yes
57,management,married,tertiary,10583,no,no,272,1,yes
33,management,single,tertiary,4176,no,no,288,3,yes
47,management,single,tertiary,334,yes,no,360,1,yes
39,technician,single,tertiary,393,no,no,281,1,yes
30,self-employed,single,tertiary,916,no,no,92,2,yes
28,admin.,single,tertiary,832,no,no,433,3,yes
57,management,divorced,tertiary,3287,no,no,277,2,yes
23,services,single,secondary,488,no,no,236,1,yes
56,housemaid,single,tertiary,1947,no,no,110,1,yes
44,admin.,divorced,tertiary,558,yes,no,262,2,yes
80,retired,divorced,primary,235,no,no,577,1,yes
47,management,married,tertiary,288,no,no,193,1,yes
27,student,single,secondary,6036,no,no,175,1,yes
26,management,single,tertiary,3,yes,yes,149,1,yes
50,technician,divorced,secondary,0,no,no,280,1,yes
84,retired,married,secondary,81204,no,no,390,1,yes
86,retired,married,primary,5236,no,no,558,2,yes
46,management,married,,2466,no,no,216,3,yes
45,technician,married,secondary,1348,no,yes,358,2,yes
60,blue-collar,married,primary,7929,no,no,111,1,yes
47,admin.,married,secondary,70,yes,no,144,4,yes
53,admin.,married,secondary,459,no,no,558,1,yes
54,technician,married,secondary,2102,yes,no,547,1,yes
19,student,single,secondary,394,no,no,327,3,yes
24,student,single,secondary,4126,no,no,907,4,yes
39,management,divorced,tertiary,224,no,no,208,1,yes
53,technician,married,tertiary,9001,no,no,170,1,yes
29,management,single,,560,no,no,459,1,yes
30,management,married,tertiary,102,yes,no,470,7,yes
32,management,single,secondary,1088,yes,no,317,1,yes
33,self-employed,single,tertiary,562,yes,yes,196,1,yes
33,management,single,tertiary,718,yes,no,122,1,yes
57,retired,married,,230,no,no,177,2,yes
27,technician,single,tertiary,-67,yes,no,604,3,yes
55,management,married,tertiary,3848,yes,no,222,2,yes
36,management,single,tertiary,579,no,no,481,1,yes
26,management,single,tertiary,1646,no,no,524,4,yes
31,admin.,married,secondary,1229,no,no,176,1,yes
25,unemployed,single,primary,129,no,no,176,3,yes
49,admin.,married,secondary,197,yes,no,223,1,yes
30,management,single,tertiary,3779,no,no,1093,1,yes
32,management,single,tertiary,2016,no,no,232,1,yes
36,management,single,tertiary,436,no,no,567,1,yes
38,management,married,tertiary,413,no,no,240,1,yes
45,blue-collar,single,primary,116,no,no,122,1,yes
36,management,single,,62,no,no,398,2,yes
23,student,single,secondary,107,no,no,256,5,yes
38,technician,married,secondary,497,no,no,173,1,yes
44,services,married,primary,2557,yes,no,250,1,yes
35,management,single,tertiary,2646,no,no,133,8,yes
75,retired,married,secondary,3771,no,no,185,1,yes
26,technician,single,tertiary,1066,no,no,200,1,yes
59,technician,married,secondary,1,no,no,159,2,yes
30,management,single,tertiary,232,no,no,141,1,yes
36,blue-collar,married,primary,1177,no,no,330,1,yes
39,technician,married,secondary,603,no,yes,214,1,yes
24,management,single,tertiary,736,yes,no,442,2,yes
22,services,single,secondary,129,no,no,218,2,yes
36,management,married,tertiary,-115,yes,no,297,4,yes
22,management,single,tertiary,104,no,yes,330,3,yes
34,management,married,tertiary,589,no,no,125,2,yes
22,student,single,primary,3472,no,no,529,1,yes
57,management,married,tertiary,2845,yes,no,1143,5,yes
30,student,single,tertiary,7529,no,no,175,6,yes
55,unemployed,divorced,secondary,309,no,no,167,1,yes
38,blue-collar,divorced,secondary,0,yes,no,162,1,yes
39,blue-collar,single,secondary,1672,yes,no,462,1,yes
38,technician,single,secondary,1711,no,no,379,3,yes
24,admin.,single,secondary,1295,no,no,476,1,yes
30,student,single,secondary,2046,no,no,595,3,yes
29,blue-collar,single,tertiary,455,no,no,403,1,yes
25,student,single,,722,no,no,623,2,yes
52,technician,married,secondary,371,yes,yes,224,2,yes
62,management,married,tertiary,997,no,no,554,1,yes
40,technician,married,tertiary,206,no,no,499,6,yes
76,retired,married,secondary,820,no,no,263,4,yes
31,admin.,single,secondary,410,no,no,342,1,yes
42,self-employed,married,secondary,1216,yes,no,296,1,yes
43,technician,single,,11115,no,no,291,1,yes
73,retired,married,primary,796,no,no,888,1,yes
41,management,divorced,tertiary,5037,no,no,252,9,yes
77,management,married,,1780,yes,no,361,2,yes
46,admin.,divorced,primary,429,yes,no,465,2,yes
35,technician,married,secondary,2779,no,no,182,2,yes
26,management,single,tertiary,222,no,no,192,1,yes
45,blue-collar,single,secondary,0,yes,no,1472,1,yes
29,management,single,tertiary,1445,no,no,328,2,yes
30,technician,single,tertiary,655,no,no,212,1,yes
26,unemployed,single,tertiary,77,no,no,175,1,yes
63,blue-collar,married,primary,115,no,no,325,1,yes
37,unemployed,single,secondary,2722,no,no,426,2,yes
26,management,single,tertiary,1438,no,no,321,1,yes
54,admin.,married,,140,no,no,473,2,yes
30,admin.,single,secondary,915,yes,no,370,1,yes
61,retired,married,secondary,1058,no,no,159,3,yes
69,retired,married,secondary,0,no,no,184,2,yes
76,self-employed,married,,4984,no,no,403,1,yes
30,management,single,tertiary,697,no,no,545,2,yes
64,retired,married,secondary,4787,no,no,392,1,yes
55,housemaid,married,secondary,962,yes,no,623,1,yes
55,technician,married,tertiary,1320,no,no,387,2,yes
29,management,single,tertiary,2955,no,no,226,2,yes
41,unemployed,married,tertiary,0,no,no,882,1,yes
63,retired,married,primary,12067,no,no,660,1,yes
45,admin.,married,secondary,3006,no,no,388,2,yes
32,technician,single,tertiary,388,no,no,250,3,yes
41,self-employed,married,tertiary,0,yes,no,395,3,yes
37,management,married,secondary,565,no,no,449,1,yes
19,student,single,secondary,329,no,no,169,1,yes
61,retired,divorced,secondary,4243,no,no,315,1,yes
40,unemployed,single,tertiary,72,no,no,463,1,yes
30,management,married,tertiary,4328,no,no,262,3,yes
54,technician,married,tertiary,395,no,no,183,1,yes
49,admin.,married,secondary,0,no,no,551,1,yes
45,admin.,married,secondary,205,no,no,552,1,yes
48,blue-collar,married,secondary,1730,yes,no,361,1,yes
60,blue-collar,married,primary,5,no,no,494,1,yes
34,unemployed,single,secondary,1965,no,no,714,1,yes
29,housemaid,single,tertiary,19,no,no,268,1,yes
77,retired,married,tertiary,7802,no,no,421,1,yes
64,management,married,,2352,no,no,153,2,yes
80,retired,married,primary,155,no,no,209,1,yes
26,technician,single,tertiary,401,no,no,188,2,yes
33,admin.,married,tertiary,79,yes,no,389,1,yes
41,technician,single,tertiary,1646,yes,no,258,1,yes
28,management,single,tertiary,437,no,no,338,1,yes
74,retired,married,secondary,935,no,no,226,1,yes
29,student,single,,2929,no,no,232,1,yes
72,retired,married,primary,2304,no,no,510,4,yes
18,student,single,,348,no,no,443,4,yes
46,blue-collar,married,secondary,640,yes,no,246,1,yes
37,technician,married,tertiary,88,no,no,195,1,yes
37,management,married,tertiary,2283,no,no,243,2,yes
32,technician,married,secondary,473,no,yes,292,3,yes
51,technician,married,tertiary,0,no,no,662,2,yes
77,,married,,397,no,no,300,3,yes
35,management,married,tertiary,62,no,no,226,2,yes
53,management,married,tertiary,3634,no,no,211,4,yes
46,management,married,tertiary,273,yes,no,583,6,yes
78,retired,divorced,secondary,3417,no,no,309,1,yes
34,technician,married,secondary,133,no,no,171,2,yes
54,management,married,tertiary,1624,no,no,166,3,yes
33,services,married,secondary,386,no,no,317,1,yes
23,student,single,,2530,no,no,411,1,yes
34,technician,single,tertiary,2838,yes,no,620,3,yes
32,unemployed,single,secondary,1026,yes,no,289,1,yes
54,,married,secondary,2206,no,no,260,1,yes
40,admin.,married,secondary,260,yes,no,306,1,yes
63,retired,divorced,tertiary,0,no,no,263,1,yes
37,management,married,tertiary,2987,yes,no,216,1,yes
48,blue-collar,married,secondary,1230,yes,no,328,2,yes
28,technician,single,secondary,2335,no,no,624,1,yes
35,management,married,tertiary,8000,no,no,331,1,yes
29,management,single,tertiary,-27,no,no,270,1,yes
68,retired,married,secondary,1146,no,no,356,1,yes
53,blue-collar,single,secondary,1004,no,no,393,1,yes
37,technician,single,tertiary,197,no,no,234,1,yes
58,admin.,married,secondary,169,no,no,336,3,yes
37,management,married,tertiary,393,yes,no,567,3,yes
37,admin.,married,tertiary,29,no,no,404,2,yes
34,admin.,married,secondary,920,no,no,526,3,yes
50,admin.,married,secondary,3608,yes,no,196,8,yes
56,management,married,primary,870,no,no,220,1,yes
57,retired,married,primary,9367,no,no,700,4,yes
29,unemployed,single,primary,1374,no,no,1205,2,yes
75,retired,married,tertiary,6027,no,no,809,1,yes
24,management,single,tertiary,1,no,no,396,5,yes
46,management,married,tertiary,349,no,no,466,4,yes
27,student,single,tertiary,39,no,no,379,1,yes
52,management,married,tertiary,583,no,no,376,1,yes
38,management,married,tertiary,1276,no,no,272,2,yes
33,management,single,tertiary,2364,no,no,508,1,yes
53,admin.,married,secondary,53,yes,no,387,1,yes
64,retired,married,secondary,1612,no,no,336,1,yes
84,retired,divorced,primary,639,no,no,353,3,yes
62,retired,married,secondary,3114,no,no,243,2,yes
41,admin.,married,tertiary,1,yes,no,327,2,yes
29,admin.,single,secondary,1070,yes,no,30,1,yes
53,technician,married,secondary,195,yes,no,472,1,yes
30,technician,single,secondary,3144,no,no,212,2,yes
37,management,married,tertiary,3236,no,no,291,2,yes
78,retired,married,,3208,no,no,351,3,yes
47,blue-collar,married,secondary,1568,yes,no,226,3,yes
61,technician,married,secondary,1191,no,no,214,4,yes
46,self-employed,married,secondary,706,no,no,588,1,yes
31,unemployed,single,secondary,2616,no,no,374,1,yes
21,student,single,secondary,215,no,no,382,1,yes
71,retired,married,primary,3230,no,no,341,2,yes
52,admin.,single,secondary,726,yes,no,699,1,yes
25,student,single,secondary,3713,no,no,323,2,yes
60,technician,married,secondary,0,no,no,641,4,yes
30,admin.,single,secondary,265,yes,no,681,1,yes
29,unemployed,single,tertiary,70,no,no,393,1,yes
52,management,married,tertiary,388,no,no,272,1,yes
59,management,married,primary,1727,no,no,500,4,yes
38,technician,married,secondary,205,no,no,332,1,yes
33,services,single,secondary,2881,no,no,289,1,yes
31,technician,single,secondary,846,no,no,405,3,yes
40,technician,married,secondary,2266,no,no,175,3,yes
28,technician,married,secondary,742,no,no,236,1,yes
66,management,married,,2149,yes,no,135,2,yes
32,admin.,single,secondary,344,no,no,530,2,yes
67,retired,married,primary,1430,no,no,283,2,yes
39,unemployed,divorced,secondary,265,yes,no,93,1,yes
46,housemaid,married,secondary,38,no,no,181,3,yes
54,retired,married,secondary,3538,no,no,820,1,yes
47,services,divorced,,973,no,no,489,1,yes
45,technician,married,secondary,1831,no,no,275,2,yes
63,blue-collar,married,secondary,641,no,no,417,2,yes
60,unemployed,married,secondary,1047,no,no,173,3,yes
29,management,married,tertiary,8103,no,no,473,3,yes
33,services,single,,523,yes,no,86,1,yes
48,housemaid,married,secondary,0,no,no,270,5,yes
26,technician,single,tertiary,515,no,no,775,1,yes
55,admin.,married,secondary,8304,no,no,201,1,yes
36,technician,married,secondary,1368,no,no,516,1,yes
33,admin.,single,tertiary,272,yes,no,326,1,yes
28,blue-collar,single,secondary,-46,yes,no,154,2,yes
28,services,single,secondary,168,no,no,347,3,yes
31,management,single,tertiary,515,no,no,296,5,yes
28,management,single,tertiary,223,yes,no,303,1,yes
49,admin.,single,tertiary,228,yes,no,407,1,yes
27,blue-collar,single,tertiary,644,no,no,657,1,yes
28,admin.,married,secondary,330,no,no,226,2,yes
65,admin.,married,secondary,952,no,no,310,1,yes
30,technician,single,secondary,1165,no,no,204,2,yes
38,admin.,married,secondary,0,yes,no,187,1,yes
36,technician,divorced,secondary,2823,yes,no,215,1,yes
63,retired,divorced,secondary,1490,no,no,506,1,yes
63,retired,married,primary,48,no,no,251,1,yes
28,management,single,tertiary,187,no,no,206,1,yes
80,retired,married,secondary,8304,no,no,712,1,yes
39,blue-collar,married,secondary,276,no,no,334,2,yes
31,management,single,tertiary,147,no,no,163,2,yes
39,services,married,secondary,323,no,no,874,2,yes
30,blue-collar,single,secondary,799,no,no,674,1,yes
67,retired,married,,2540,no,no,278,5,yes
29,blue-collar,single,secondary,322,no,no,434,1,yes
36,management,married,tertiary,495,no,no,187,1,yes
24,student,single,,358,no,no,245,1,yes
30,technician,single,secondary,2371,no,no,661,1,yes
21,student,single,,53,no,no,270,1,yes
27,admin.,single,,861,no,no,212,4,yes
56,admin.,married,secondary,602,no,no,458,1,yes
66,admin.,married,secondary,4041,no,no,713,2,yes
71,retired,divorced,primary,275,no,no,293,1,yes
26,services,single,tertiary,12,no,no,563,1,yes
62,retired,married,primary,1742,no,no,167,2,yes
32,self-employed,single,tertiary,46,yes,no,485,2,yes
68,retired,divorced,primary,2027,no,no,619,2,yes
37,admin.,married,tertiary,3221,no,no,379,2,yes
27,management,single,tertiary,1720,no,no,910,1,yes
45,technician,single,tertiary,2033,no,no,243,5,yes
64,retired,married,secondary,3189,no,no,208,1,yes
38,student,divorced,tertiary,2946,no,no,605,3,yes
66,housemaid,married,primary,1230,no,no,288,6,yes
30,management,single,tertiary,572,no,no,339,3,yes
39,technician,single,secondary,1435,no,no,383,1,yes
24,technician,single,secondary,403,no,no,247,1,yes
49,technician,married,tertiary,1071,no,no,169,1,yes
34,management,married,tertiary,3301,yes,no,485,2,yes
46,blue-collar,married,secondary,1723,no,no,176,2,yes
32,technician,single,tertiary,705,no,no,544,1,yes
52,blue-collar,married,secondary,955,no,yes,301,2,yes
25,blue-collar,single,secondary,303,no,no,252,1,yes
57,management,divorced,tertiary,3287,no,no,867,1,yes
64,retired,divorced,primary,109,no,no,706,1,yes
33,management,single,tertiary,224,no,no,342,2,yes
36,management,single,tertiary,538,no,no,339,1,yes
59,management,married,tertiary,5397,no,no,671,3,yes
25,student,single,secondary,1957,no,no,1207,4,yes
43,services,married,secondary,774,no,no,482,1,yes
37,self-employed,single,tertiary,1188,no,no,310,1,yes
49,management,married,tertiary,1167,yes,yes,213,6,yes
42,technician,divorced,tertiary,2611,yes,no,300,1,yes
27,blue-collar,single,secondary,3145,no,no,374,1,yes
29,technician,single,secondary,825,no,no,472,2,yes
37,technician,married,tertiary,122,no,no,266,2,yes
47,management,single,tertiary,334,yes,no,614,3,yes
38,management,single,tertiary,623,no,no,297,4,yes
48,management,single,tertiary,86,no,no,281,3,yes
55,housemaid,divorced,primary,976,no,no,345,1,yes
39,technician,single,tertiary,393,no,no,325,1,yes
49,admin.,single,secondary,293,no,no,452,1,yes
68,retired,divorced,primary,476,no,no,363,1,yes
45,management,married,,2724,no,no,359,2,yes
67,retired,married,primary,2391,no,no,737,6,yes
60,retired,married,secondary,11,no,no,265,1,yes
31,blue-collar,single,secondary,54,yes,no,401,1,yes
58,blue-collar,married,primary,3109,no,no,295,1,yes
41,admin.,married,secondary,3126,yes,no,222,1,yes
23,services,single,secondary,488,no,no,205,1,yes
35,unemployed,married,secondary,978,no,no,660,2,yes
33,management,single,tertiary,718,yes,no,271,1,yes
32,technician,divorced,tertiary,3255,no,no,167,2,yes
48,admin.,single,secondary,1544,yes,no,263,1,yes
43,management,single,tertiary,0,no,no,275,2,yes
32,technician,single,tertiary,4071,no,no,319,2,yes
74,retired,divorced,primary,29080,no,no,301,5,yes
32,management,single,tertiary,12569,no,no,561,2,yes
63,retired,married,secondary,2896,no,no,304,1,yes
28,student,single,secondary,196,no,no,423,3,yes
31,services,single,secondary,1027,no,no,217,3,yes
26,blue-collar,single,secondary,463,no,yes,248,2,yes
31,student,single,secondary,3511,no,no,667,1,yes
39,management,divorced,tertiary,224,no,no,194,2,yes
28,services,single,secondary,198,no,no,128,2,yes
30,technician,single,tertiary,0,yes,no,140,1,yes
24,admin.,single,tertiary,674,yes,no,267,1,yes
32,management,single,tertiary,623,no,no,335,3,yes
46,management,divorced,tertiary,558,no,no,319,1,yes
60,technician,married,secondary,259,no,no,396,1,yes
37,technician,married,secondary,432,yes,no,386,3,yes
48,management,single,tertiary,159,no,no,229,1,yes
52,services,married,secondary,657,no,no,398,2,yes
29,management,single,tertiary,1808,no,no,273,2,yes
71,retired,divorced,,392,no,no,276,2,yes
47,management,single,tertiary,6651,no,no,229,1,yes
70,retired,married,primary,2795,no,no,480,1,yes
28,management,single,tertiary,1414,yes,no,294,1,yes
31,self-employed,married,tertiary,2666,no,no,411,2,yes
80,retired,married,secondary,668,no,no,250,1,yes
29,management,single,tertiary,502,no,no,968,1,yes
23,student,single,secondary,1809,no,no,414,2,yes
34,services,single,secondary,267,no,no,449,2,yes
69,retired,married,secondary,2473,no,no,967,3,yes
19,student,single,secondary,372,no,no,444,3,yes
35,blue-collar,single,,484,no,no,344,1,yes
38,admin.,married,secondary,1767,yes,no,483,4,yes
32,technician,single,,491,no,no,474,7,yes
50,,married,,558,no,no,464,1,yes
27,technician,single,secondary,337,no,no,23,1,yes
53,admin.,single,secondary,654,no,no,67,1,yes
35,self-employed,married,tertiary,2427,no,no,210,3,yes
43,admin.,single,secondary,386,no,no,220,3,yes
30,self-employed,single,tertiary,251,no,no,537,1,yes
57,retired,married,secondary,1044,no,no,567,1,yes
31,management,single,tertiary,2907,yes,no,248,1,yes
65,retired,divorced,secondary,828,no,no,305,1,yes
25,blue-collar,single,secondary,1857,yes,no,195,2,yes
33,management,single,tertiary,1962,no,no,363,1,yes
79,retired,divorced,primary,2787,no,no,617,1,yes
24,student,single,secondary,1123,no,no,475,1,yes
27,technician,single,secondary,643,no,no,317,1,yes
36,management,single,,62,no,no,311,1,yes
26,blue-collar,single,secondary,2007,no,no,272,3,yes
51,management,married,tertiary,3463,no,yes,371,2,yes
70,retired,divorced,primary,482,no,no,413,1,yes
23,student,single,secondary,1298,no,no,603,1,yes
41,technician,single,secondary,5329,no,no,397,2,yes
53,technician,married,primary,6181,no,no,817,2,yes
86,retired,married,primary,1255,no,no,247,1,yes
27,student,single,,132,no,no,276,1,yes
34,technician,single,tertiary,2733,no,no,604,1,yes
68,retired,divorced,secondary,4189,no,no,897,2,yes
35,management,married,secondary,724,yes,no,287,2,yes
28,student,single,secondary,205,no,no,87,3,yes
66,retired,married,secondary,154,no,no,268,5,yes
30,management,single,tertiary,232,no,no,219,1,yes
60,retired,divorced,tertiary,979,yes,no,346,1,yes
46,admin.,married,secondary,5021,no,no,957,1,yes
68,retired,married,secondary,2469,yes,no,552,2,yes
63,blue-collar,married,secondary,180,no,no,390,2,yes
29,student,single,secondary,658,no,no,198,2,yes
35,services,married,secondary,2918,no,yes,815,2,yes
64,retired,married,secondary,588,no,no,574,1,yes
22,student,single,primary,423,no,no,316,1,yes
19,student,single,secondary,302,no,no,205,1,yes
31,management,divorced,tertiary,414,no,yes,241,1,yes
48,unemployed,married,secondary,817,no,no,806,3,yes
33,technician,married,secondary,183,no,no,457,2,yes
34,technician,married,secondary,806,no,no,253,3,yes
46,technician,married,secondary,9299,no,no,1148,1,yes
60,admin.,married,,478,no,no,173,2,yes
36,management,divorced,tertiary,1057,no,no,230,2,yes
32,entrepreneur,married,tertiary,762,no,no,187,11,yes
45,management,married,tertiary,31472,no,no,568,7,yes
44,management,single,tertiary,1090,no,no,204,4,yes
57,retired,married,secondary,3738,yes,no,178,2,yes
29,admin.,single,secondary,1277,no,no,165,2,yes
31,unemployed,divorced,tertiary,756,no,no,355,2,yes
54,blue-collar,married,secondary,1636,no,no,1008,2,yes
49,management,divorced,tertiary,300,no,no,316,1,yes
35,admin.,single,secondary,321,no,no,143,1,yes
24,admin.,single,secondary,1295,no,no,355,2,yes
43,management,married,tertiary,839,no,no,942,1,yes
34,unemployed,single,tertiary,1974,no,no,355,1,yes
27,admin.,married,tertiary,2855,no,no,138,2,yes
54,management,divorced,tertiary,5475,no,no,321,4,yes
38,management,married,tertiary,536,yes,no,248,1,yes
34,technician,single,secondary,1279,yes,no,174,2,yes
93,retired,married,,775,no,no,860,2,yes
36,management,married,tertiary,203,no,no,608,3,yes
33,admin.,single,tertiary,146,no,no,351,3,yes
35,management,married,tertiary,4124,yes,no,350,2,yes
41,admin.,married,secondary,14968,no,no,1360,4,yes
36,technician,divorced,secondary,1451,yes,no,192,4,yes
