Client,Age,Job,Marital ,Education,Balance,Housing,Loan,Duration,Campaign,deposit
2737,54,10,3,2,895,0,2,335,1,1
2738,24,5,2,2,1857,1,2,147,1,1
2739,36,7,3,3,4596,1,2,234,2,1
2740,58,3,3,1,565,0,2,153,1,1
2741,33,10,2,3,1781,0,2,611,2,1
2742,27,8,3,2,3415,0,2,266,3,1
2743,60,8,1,2,12039,0,2,261,1,1
2744,56,2,3,2,12,0,2,511,3,1
2745,25,7,2,2,139,0,1,138,1,1
2746,21,1,2,2,2488,0,2,180,1,1
2747,73,3,1,2,7111,1,2,146,1,1
2748,67,10,1,3,361,0,2,411,2,1
2749,51,11,1,3,2109,0,2,79,2,1
2750,48,10,3,3,1093,1,1,1226,2,1
2751,35,10,2,3,2646,0,2,221,1,1
2752,61,9,1,3,6,1,2,210,1,1
2753,35,7,2,3,670,0,2,301,2,1
2754,36,8,1,2,592,0,2,204,2,1
2755,83,3,2,1,1965,0,2,1003,3,1
2756,50,10,3,1,313,0,2,958,1,1
2757,66,4,3,1,40,0,2,290,2,1
2758,58,7,3,1,4198,0,2,441,5,1
2759,30,10,2,3,536,0,2,244,1,1
2760,54,5,3,1,1311,0,2,485,3,1
2761,26,8,2,2,766,0,2,457,2,1
2762,43,6,3,1,2557,1,2,166,3,1
2763,40,2,2,3,79,0,2,570,1,1
2764,57,10,3,3,1318,0,2,115,1,1
2765,75,3,3,2,3771,0,2,186,1,1
2766,77,3,3,3,0,0,2,847,1,1
2767,31,10,3,3,6138,0,2,154,2,1
2768,22,6,2,2,129,0,2,258,1,1
2769,50,10,3,3,469,0,2,170,1,1
2770,27,10,3,3,893,0,2,154,2,1
2771,73,3,3,2,519,0,2,434,1,1
2772,37,6,3,2,4017,0,2,156,1,1
2773,44,7,2,3,643,0,2,324,1,1
2774,40,7,3,2,2338,0,2,717,2,1
2775,61,10,3,3,0,0,2,136,2,1
2776,61,7,1,2,6481,0,2,131,1,1
2777,47,5,3,2,820,0,2,98,1,1
2778,47,6,2,2,1784,0,2,385,2,1
2779,76,4,1,1,1411,0,2,233,2,1
2780,30,1,2,3,7529,0,2,328,1,1
2781,39,7,3,3,206,0,2,148,2,1
2782,72,3,3,1,1388,0,2,513,1,1
2783,77,3,3,2,1807,0,2,373,1,1
2784,36,7,3,2,480,0,2,213,1,1
2785,65,3,3,2,571,1,2,349,1,1
2786,54,7,3,2,3994,0,1,595,2,1
2787,46,8,2,2,1693,1,2,427,1,1
2788,28,10,2,3,80,0,2,676,2,1
2789,61,10,3,3,267,0,2,192,3,1
2790,53,4,3,1,2581,0,2,828,1,1
2791,27,1,2,3,1134,0,2,825,1,1
2792,55,2,1,2,309,0,2,467,2,1
2793,33,10,2,3,6807,0,2,512,2,1
2794,87,3,1,1,6746,0,2,749,1,1
2795,57,10,3,3,375,0,2,135,1,1
2796,33,9,2,3,658,1,2,307,1,1
2797,51,7,3,2,371,1,1,287,1,1
2798,76,3,1,1,2693,0,2,107,2,1
2799,19,1,2,2,329,0,2,252,2,1
2800,33,8,3,3,79,1,2,249,2,1
2801,55,10,1,3,0,0,2,360,5,1
2802,31,5,2,2,6281,0,2,257,1,1
2803,92,3,3,2,775,0,2,313,3,1
2804,30,7,2,3,411,0,2,127,3,1
2805,68,3,2,3,2144,0,2,277,1,1
2806,41,7,2,3,431,0,2,133,1,1
2807,29,9,3,2,123,0,1,247,1,1
2808,27,5,2,2,3792,0,2,504,1,1
2809,78,3,3,2,4807,0,2,1002,4,1
2810,82,3,3,1,8603,0,2,306,3,1
2811,29,7,2,3,2178,0,2,260,2,1
2812,76,3,3,3,2991,0,2,344,1,1
2813,38,10,3,3,4174,0,2,336,2,1
2814,60,7,3,2,10925,0,2,270,3,1
2815,33,6,1,2,2411,1,2,130,1,1
2816,43,5,3,2,14646,0,2,210,1,1
2817,61,3,3,2,86,0,2,149,1,1
2818,43,7,2,2,11115,0,2,476,1,1
2819,57,10,3,1,6900,0,2,255,4,1
2820,33,10,3,3,5878,0,2,438,1,1
2821,77,10,3,2,1780,1,2,221,2,1
2822,35,7,2,2,183,0,2,281,1,1
2823,59,3,3,1,3648,0,2,257,2,1
2824,76,3,3,2,4112,0,2,282,2,1
2825,73,3,3,1,542,0,2,355,1,1
2826,81,3,3,1,243,0,2,131,1,1
2827,41,10,2,2,942,0,2,143,1,1
2828,57,7,3,2,254,0,2,207,1,1
2829,28,7,2,2,0,1,2,96,1,1
2830,38,5,2,2,0,0,2,297,1,1
2831,52,6,3,2,992,1,2,424,1,1
2832,22,1,2,2,23,0,2,137,1,1
2833,53,10,3,1,732,0,2,759,2,1
2834,60,8,3,2,4629,1,2,624,1,1
2835,56,10,3,2,0,0,2,298,1,1
2836,38,4,1,2,70,0,2,255,3,1
2837,44,10,2,3,5063,0,2,418,2,1
2838,69,3,1,2,4572,0,2,146,2,1
2839,36,1,2,3,129,0,2,149,1,1
2840,75,9,3,2,4984,0,2,509,1,1
2841,65,3,3,1,1004,0,2,371,1,1
2842,64,3,3,2,4787,0,2,501,1,1
2843,30,8,2,2,914,1,2,524,3,1
2844,57,4,3,3,2326,0,2,207,1,1
2845,31,10,3,3,81,1,2,164,2,1
2846,36,10,3,3,203,0,2,139,1,1
2847,64,10,3,3,3951,0,2,164,1,1
2848,54,7,3,2,240,1,2,142,1,1
2849,26,8,2,2,338,0,2,209,1,1
2850,51,9,2,2,0,0,2,1707,2,1
2851,72,3,3,2,0,0,2,189,3,1
2852,30,10,3,3,944,0,2,251,2,1
2853,60,5,3,1,5,0,2,401,1,1
2854,30,10,2,3,697,0,2,215,3,1
2855,66,3,3,3,1948,0,2,106,2,1
2856,50,7,3,2,3654,0,2,215,2,1
2857,47,10,2,3,551,0,2,124,1,1
2858,80,3,3,1,997,0,2,746,2,1
2859,61,10,3,3,477,1,2,377,1,1
2860,47,10,3,3,3663,0,2,424,2,1
2861,30,7,2,2,853,0,2,279,1,1
2862,21,1,2,1,8278,0,2,445,1,1
2863,62,10,3,3,7458,0,2,212,2,1
2864,26,7,2,2,44,0,2,217,1,1
2865,36,5,3,2,1193,0,2,640,1,1
2866,87,3,3,1,230,0,2,144,1,1
2867,61,3,3,1,8729,0,2,480,1,1
2868,70,3,3,2,2384,0,2,196,2,1
2869,60,10,3,3,3401,0,2,294,1,1
2870,41,6,3,3,881,0,2,257,3,1
2871,22,1,2,2,1522,0,2,368,2,1
2872,60,3,1,2,4243,0,2,416,2,1
2873,54,7,3,2,473,0,1,182,1,1
2874,35,9,2,3,5462,0,2,188,1,1
2875,59,10,3,2,4412,0,2,162,2,1
2876,29,1,2,2,10332,0,2,46,3,1
2877,48,10,3,2,0,1,1,1233,1,1
2878,37,10,3,3,238,0,2,149,1,1
2879,36,10,2,3,62,1,2,566,1,1
2880,52,8,2,2,2398,1,2,412,1,1
2881,67,3,1,2,704,0,2,537,1,1
2882,36,9,3,3,506,0,2,217,1,1
2883,64,10,3,2,2352,0,2,181,4,1
2884,29,7,2,2,938,0,2,358,1,1
2885,27,10,2,3,1720,0,2,284,2,1
2886,76,3,3,1,1492,0,2,383,1,1
2887,34,10,3,3,1778,0,2,358,1,1
2888,54,7,3,2,0,0,2,464,5,1
2889,67,3,3,1,942,0,2,455,2,1
2890,24,7,3,2,556,1,2,368,2,1
2891,53,8,3,2,10541,0,2,178,1,1
2892,33,1,3,2,1536,0,2,262,1,1
2893,24,1,2,3,235,0,2,118,1,1
2894,32,10,2,3,935,0,2,165,1,1
2895,60,9,3,3,10861,0,2,98,1,1
2896,64,11,3,3,2331,0,2,201,1,1
2897,35,10,2,3,1228,0,2,696,2,1
2898,24,1,2,2,125,0,2,263,1,1
2899,42,10,3,3,2816,0,2,193,2,1
2900,40,10,3,3,0,0,2,147,1,1
2901,33,10,3,3,22867,1,2,266,2,1
2902,71,4,1,1,1311,0,2,301,2,1
2903,52,2,3,2,94,0,2,293,3,1
2904,47,8,3,2,0,0,2,213,1,1
2905,49,10,3,1,3371,0,2,269,2,1
2906,26,10,2,3,943,0,2,166,1,1
2907,40,10,3,3,9366,0,2,69,3,1
2908,32,7,2,3,6746,0,2,199,1,1
2909,33,6,3,2,1076,0,2,131,1,1
2910,35,10,3,3,0,1,2,229,2,1
2911,53,10,3,3,1624,0,2,166,3,1
2912,20,1,2,2,801,0,2,244,2,1
2913,44,9,1,3,1070,1,2,172,1,1
2914,21,1,2,2,123,0,2,513,1,1
2915,36,5,2,2,3623,0,2,71,1,1
2916,31,10,2,3,533,0,2,90,3,1
2917,42,7,3,2,994,1,2,227,3,1
2918,33,6,3,2,386,0,2,253,1,1
2919,29,10,2,3,1026,0,2,226,1,1
2920,30,2,2,2,2424,0,2,110,1,1
2921,32,10,3,3,1331,0,2,126,1,1
2922,54,10,3,2,2206,0,2,104,1,1
2923,82,3,1,3,0,0,2,226,1,1
2924,47,10,3,3,4693,0,1,89,1,1
2925,48,5,3,2,1230,1,2,169,1,1
2926,77,3,1,2,3417,0,2,134,1,1
2927,38,8,3,2,1767,1,2,893,7,1
2928,27,1,2,3,5291,0,2,192,2,1
2929,43,6,2,2,3403,1,2,707,2,1
2930,33,7,3,2,133,0,2,627,2,1
2931,27,8,2,2,4745,0,2,411,4,1
2932,76,3,3,1,3324,0,2,122,1,1
2933,81,3,3,1,5220,0,2,135,1,1
2934,71,3,3,1,2600,0,2,186,2,1
2935,39,8,3,2,260,1,2,226,1,1
2936,18,1,2,1,608,0,2,210,1,1
2937,58,6,1,2,462,0,2,495,1,1
2938,44,7,1,2,14,0,2,167,1,1
2939,67,3,3,2,1146,0,2,259,1,1
2940,31,6,2,2,181,0,2,239,2,1
2941,61,3,3,2,3114,0,2,381,1,1
2942,36,7,2,2,376,0,2,193,1,1
2943,56,3,3,1,9367,0,2,271,2,1
2944,24,1,2,2,382,0,2,256,2,1
2945,33,8,3,2,920,0,2,130,1,1
2946,34,5,2,2,129,1,1,295,1,1
2947,58,8,3,2,169,0,2,301,1,1
2948,64,3,3,2,679,0,2,167,1,1
2949,27,5,2,2,535,0,2,183,1,1
2950,63,10,3,3,3115,0,2,432,5,1
2951,23,1,2,2,1234,0,2,250,1,1
2952,37,7,2,3,197,0,2,175,1,1
2953,43,10,3,3,3186,0,2,380,1,1
2954,35,7,3,3,3160,1,2,445,2,1
2955,33,5,3,1,195,0,2,984,5,1
2956,75,3,3,3,6027,0,2,1248,2,1
2957,40,8,3,3,764,1,2,85,1,1
2958,52,10,3,3,583,0,2,209,1,1
2959,55,7,1,3,0,0,2,134,2,1
2960,71,3,3,2,5715,0,2,747,2,1
2961,78,3,3,3,1204,0,2,135,1,1
2962,35,7,3,2,4922,1,2,393,4,1
2963,52,7,3,2,234,0,2,255,1,1
2964,31,10,2,3,9421,0,2,372,1,1
2965,31,8,2,2,4198,0,2,234,1,1
2966,38,10,3,2,3576,0,2,349,2,1
2967,28,1,2,2,1925,0,2,487,1,1
2968,72,3,3,2,1129,0,2,208,1,1
2969,29,8,2,2,265,1,2,414,1,1
2970,46,4,3,2,38,0,2,541,1,1
2971,53,7,3,2,1982,1,1,160,1,1
2972,58,7,3,2,3399,0,2,1628,2,1
2973,22,1,2,3,691,0,2,260,5,1
2974,28,8,3,2,330,0,2,357,1,1
2975,31,7,3,2,318,0,2,310,1,1
2976,26,5,2,3,644,0,2,346,1,1
2977,60,3,1,3,4,1,2,415,1,1
2978,29,7,2,2,1165,0,2,244,2,1
2979,36,8,1,3,4708,0,2,284,1,1
2980,68,3,3,3,2820,0,2,154,1,1
2981,48,10,3,3,1147,0,2,155,1,1
2982,53,2,3,1,980,1,2,352,1,1
2983,39,7,3,2,2983,0,2,472,1,1
2984,28,6,2,2,339,0,2,350,1,1
2985,72,3,3,2,1940,0,2,705,2,1
2986,29,10,2,3,1445,0,2,271,2,1
2987,26,1,2,3,294,0,2,208,2,1
2988,49,10,3,3,5887,0,2,439,3,1
2989,43,10,2,3,11891,0,2,821,5,1
2990,28,1,2,2,78,0,2,232,3,1
2991,44,8,2,2,733,1,2,360,2,1
2992,73,3,1,1,5028,0,2,696,10,1
2993,39,10,3,3,481,0,2,929,5,1
2994,29,1,2,2,314,0,2,415,2,1
2995,31,7,3,2,684,1,2,620,3,1
2996,30,1,2,2,1681,0,2,329,2,1
2997,50,8,3,2,10250,1,2,254,3,1
2998,42,10,3,3,254,0,2,288,7,1
2999,37,8,3,2,0,1,2,179,1,1
3000,49,7,3,2,307,0,2,854,1,1
3001,59,2,3,2,957,0,2,479,2,1
3002,80,3,3,1,155,0,2,343,2,1
3003,86,3,2,2,614,0,2,595,1,1
3004,69,3,3,2,426,0,2,395,1,1
3005,79,3,3,2,8304,0,2,456,2,1
3006,36,6,3,2,4721,0,2,149,3,1
3007,49,10,3,3,395,0,2,336,5,1
3008,69,3,3,2,3588,1,2,429,1,1
3009,66,3,3,2,2540,0,2,441,2,1
3010,32,10,1,3,883,1,2,798,1,1
3011,47,10,2,3,4402,0,2,805,1,1
3012,58,10,3,3,256,0,2,422,1,1
3013,64,3,3,1,43,0,2,232,1,1
3014,72,3,3,1,3856,0,2,582,4,1
3015,79,3,3,1,3025,0,2,166,3,1
3016,30,7,3,2,2326,0,2,420,1,1
3017,36,10,3,3,925,0,2,321,3,1
3018,53,11,3,3,1961,0,2,351,1,1
3019,34,10,3,3,2037,0,2,324,2,1
3020,29,1,2,2,459,0,2,279,3,1
3021,29,10,2,3,572,0,2,314,1,1
3022,81,3,1,2,452,0,2,443,1,1
3023,57,3,3,2,5313,0,2,283,2,1
3024,72,3,3,2,1533,0,2,546,2,1
3025,34,6,3,2,1337,0,2,330,2,1
3026,57,10,1,2,2986,0,2,222,2,1
3027,66,4,3,1,1230,0,2,726,3,1
3028,27,1,2,2,538,0,2,170,4,1
3029,50,10,3,3,5108,1,2,406,1,1
3030,75,3,1,2,1341,0,2,415,7,1
3031,50,6,3,2,320,0,2,294,3,1
3032,32,8,2,2,131,1,2,322,1,1
3033,59,3,3,1,2074,0,2,467,1,1
3034,68,3,3,2,1443,0,2,2062,2,1
3035,31,7,3,3,3338,1,2,264,2,1
3036,64,9,3,3,661,0,2,367,2,1
3037,30,2,1,2,7105,0,2,321,2,1
3038,60,8,3,2,3735,0,2,190,1,1
3039,35,10,2,3,538,0,2,410,3,1
3040,72,3,3,1,4657,0,2,305,3,1
3041,30,5,3,1,5,0,2,282,1,1
3042,52,2,1,2,230,0,2,422,2,1
3043,33,10,3,3,1808,0,2,250,3,1
3044,84,3,3,2,81204,0,2,679,1,1
3045,43,10,3,3,3518,0,2,206,2,1
3046,39,7,2,3,25,1,2,315,1,1
3047,25,7,3,3,2551,0,2,400,3,1
3048,38,8,3,2,11303,0,2,473,2,1
3049,44,10,3,2,2724,0,2,893,1,1
3050,20,1,2,2,755,0,2,284,1,1
3051,32,10,2,3,718,1,2,155,1,1
3052,23,6,2,2,870,0,2,296,1,1
3053,35,2,3,2,978,0,2,1370,3,1
3054,61,10,3,2,544,0,2,63,3,1
3055,46,10,1,3,461,0,2,369,2,1
3056,70,3,3,1,2795,0,2,301,2,1
3057,25,7,2,2,139,0,1,202,1,1
3058,57,3,3,2,1044,0,2,585,1,1
3059,55,8,3,2,1633,0,2,210,1,1
3060,33,10,3,3,6513,1,2,170,1,1
3061,73,3,3,1,1388,0,2,767,2,1
3062,34,2,2,2,15,0,2,377,1,1
3063,31,7,2,2,2544,0,2,229,1,1
3064,25,5,2,2,2007,0,2,265,2,1
3065,30,7,3,3,2166,0,2,316,2,1
3066,28,9,2,3,4579,0,2,409,2,1
3067,21,1,2,2,2488,0,2,661,2,1
3068,87,3,3,1,2190,0,2,512,2,1
3069,22,1,2,2,254,0,2,143,2,1
3070,28,9,2,3,1579,0,2,163,1,1
3071,31,2,3,3,330,0,2,260,1,1
3072,60,3,3,2,938,0,2,380,3,1
3073,41,7,2,2,5372,1,2,248,3,1
3074,24,1,2,2,3176,0,2,108,2,1
3075,54,10,1,3,496,0,2,452,3,1
3076,35,7,2,3,0,0,2,187,7,1
3077,70,3,1,1,482,0,2,372,1,1
3078,62,5,3,2,180,0,2,183,1,1
3079,59,7,3,1,4198,0,2,309,1,1
3080,48,2,3,2,817,0,2,517,1,1
3081,45,8,3,2,5021,0,2,233,1,1
3082,36,8,3,2,991,0,2,589,2,1
3083,33,6,2,2,133,0,2,305,2,1
3084,32,8,3,2,366,0,2,366,2,1
3085,60,3,1,3,979,1,2,295,3,1
3086,39,10,3,3,2939,0,2,348,2,1
3087,37,8,2,2,4803,0,2,396,2,1
3088,85,3,3,1,1255,0,2,233,3,1
3089,79,3,3,1,8556,0,2,326,2,1
3090,64,3,3,2,588,0,2,366,1,1
3091,42,7,3,2,994,1,2,453,1,1
3092,47,5,3,2,820,0,2,262,1,1
3093,66,3,3,2,203,0,2,353,1,1
3094,61,3,3,2,86,0,2,639,1,1
3095,27,8,3,3,2855,0,2,240,1,1
3096,63,3,3,2,474,0,2,423,1,1
3097,36,10,3,3,203,0,2,255,1,1
3098,38,2,3,1,7005,1,2,696,1,1
3099,92,3,3,2,775,0,2,164,4,1
3100,77,3,3,2,4112,0,2,1616,1,1
3101,30,8,2,2,255,0,2,143,1,1
3102,81,3,3,1,243,0,2,340,1,1
3103,42,10,2,2,942,0,2,245,1,1
3104,48,8,1,2,1180,0,2,142,1,1
3105,52,6,3,2,992,1,2,342,1,1
3106,38,4,1,2,70,0,2,164,4,1
3107,61,8,3,2,4629,1,2,181,1,1
3108,20,1,2,2,829,0,2,196,3,1
3109,39,8,3,2,0,0,2,366,1,1
3110,44,7,3,2,2776,1,2,701,1,1
3111,73,3,3,1,279,0,2,399,3,1
3112,36,1,2,3,129,0,2,918,1,1
3113,48,10,3,3,157,0,2,417,4,1
3114,52,6,3,2,659,0,2,390,4,1
3115,30,5,3,2,2493,0,2,293,2,1
3116,36,10,3,3,3949,0,2,130,2,1
3117,80,3,3,1,997,0,2,151,1,1
3118,33,7,3,3,1699,0,2,202,1,1
3119,56,7,3,3,1181,0,2,186,1,1
3120,54,8,3,2,0,0,2,161,1,1
3121,34,8,3,3,0,0,2,155,2,1
3122,66,3,3,3,1948,0,2,216,1,1
3123,52,5,3,1,306,0,2,223,1,1
3124,60,3,3,2,18967,1,2,177,2,1
3125,28,8,2,2,261,1,1,254,3,1
3126,56,3,1,1,694,0,2,144,1,1
3127,36,7,3,3,202,0,2,313,1,1
3128,45,10,2,3,4831,0,2,479,11,1
3129,60,10,3,2,264,0,2,265,1,1
3130,33,11,2,2,278,0,2,563,5,1
3131,77,3,3,3,7802,0,2,483,2,1
3132,66,3,3,1,3629,0,2,474,1,1
3133,45,10,3,3,547,0,2,577,1,1
3134,30,1,2,2,4468,0,2,204,1,1
3135,56,6,3,2,1989,0,2,336,2,1
3136,64,4,3,2,2645,0,2,219,2,1
3137,30,7,2,3,4060,0,2,179,1,1
3138,33,7,3,2,303,1,2,355,1,1
3139,72,3,3,1,2600,0,2,443,2,1
3140,44,7,3,3,1818,1,1,508,1,1
3141,37,8,2,2,728,0,2,129,1,1
3142,52,5,3,2,955,0,1,153,1,1
3143,37,7,2,2,265,1,1,140,1,1
3144,34,10,3,3,123,0,2,301,3,1
3145,78,3,3,2,4807,0,2,892,2,1
3146,45,8,3,2,205,0,2,373,1,1
3147,68,3,3,3,2812,0,2,279,2,1
3148,53,10,3,3,6571,0,2,208,1,1
3149,39,6,3,2,2758,0,2,658,3,1
3150,55,10,1,3,2037,0,2,305,2,1
3151,32,1,2,3,0,0,2,233,3,1
3152,76,3,3,1,2223,0,2,429,1,1
3153,35,8,1,2,1085,0,2,195,6,1
3154,55,8,3,2,602,0,2,390,2,1
3155,41,7,2,3,1646,1,2,261,1,1
3156,35,2,2,3,415,0,2,649,1,1
3157,80,3,3,2,2354,0,2,739,1,1
3158,38,7,3,2,318,0,2,383,1,1
3159,48,5,3,2,1730,1,2,489,1,1
3160,25,10,3,2,448,0,2,151,1,1
3161,36,8,2,3,994,0,2,195,1,1
3162,29,4,2,3,19,0,2,110,2,1
3163,58,2,3,2,1625,0,2,286,2,1
3164,46,5,3,2,1144,1,2,376,2,1
3165,23,8,2,3,897,1,2,190,2,1
3166,67,3,1,2,704,0,2,186,2,1
3167,30,10,3,3,1996,0,2,1133,3,1
3168,22,1,2,2,216,0,2,363,1,1
3169,45,8,3,2,1206,0,2,309,1,1
3170,40,10,3,3,1855,0,2,78,6,1
3171,35,10,3,3,62,0,2,469,2,1
3172,33,1,3,2,1536,0,2,359,1,1
3173,60,7,3,2,824,1,2,127,1,1
3174,24,1,2,3,235,0,2,98,1,1
3175,18,1,2,2,108,0,2,92,1,1
3176,65,11,3,3,2331,0,2,290,1,1
3177,27,10,2,3,390,0,2,120,2,1
3178,35,8,2,2,-32,0,1,63,4,1
3179,39,5,2,3,172,1,2,125,2,1
3180,53,8,3,2,10541,0,2,164,2,1
3181,23,1,2,2,480,0,2,742,2,1
3182,34,8,3,2,2374,1,2,243,2,1
3183,36,10,2,3,479,0,2,629,2,1
3184,52,2,3,2,94,0,2,153,1,1
3185,36,1,2,2,417,0,2,151,1,1
3186,61,3,3,3,2557,1,2,158,2,1
3187,58,7,3,2,589,1,2,511,3,1
3188,48,2,1,2,201,0,2,406,2,1
3189,34,10,1,3,2885,0,2,314,2,1
3190,58,10,3,2,2155,0,1,135,2,1
3191,39,7,1,2,902,1,2,691,2,1
3192,44,10,3,3,1791,0,2,71,1,1
3193,54,10,3,2,2206,0,2,449,1,1
3194,27,1,2,3,5291,0,2,293,1,1
3195,77,3,3,2,638,0,2,288,1,1
3196,30,8,2,2,4448,0,2,112,8,1
3197,61,3,3,3,5267,0,2,226,3,1
3198,76,3,3,1,3324,0,2,309,1,1
3199,28,5,3,2,61,1,2,253,1,1
3200,35,10,3,3,0,1,2,391,2,1
3201,59,7,3,2,116,0,2,268,1,1
3202,42,5,3,2,413,1,2,456,2,1
3203,35,9,2,3,353,0,2,352,1,1
3204,71,3,3,2,1712,0,2,660,1,1
3205,60,3,3,2,523,0,2,467,1,1
3206,34,5,3,2,1454,1,2,231,2,1
3207,57,3,3,1,9367,0,2,981,1,1
3208,75,3,3,2,291,0,2,515,1,1
3209,64,3,3,3,846,0,2,671,1,1
3210,36,7,3,3,341,0,2,419,2,1
3211,29,7,2,2,113,0,2,328,2,1
3212,34,10,2,3,13014,0,2,637,1,1
3213,26,2,2,2,632,0,2,218,1,1
3214,41,10,3,3,27696,0,2,138,2,1
3215,47,5,3,2,3715,0,2,171,2,1
3216,52,10,3,3,4675,0,2,181,3,1
3217,32,7,3,2,3271,0,2,375,1,1
3218,21,1,2,2,123,0,2,379,5,1
3219,54,7,3,2,10185,0,2,251,1,1
3220,29,10,2,3,1026,0,2,138,2,1
3221,32,10,3,3,905,0,2,666,4,1
3222,38,6,3,2,775,0,2,1835,3,1
3223,48,2,3,2,926,0,2,382,4,1
3224,46,10,3,3,349,0,2,295,2,1
3225,32,7,3,2,484,1,2,83,6,1
3226,49,6,3,1,1830,1,2,136,1,1
3227,37,10,3,3,2987,1,2,93,1,1
3228,37,7,2,3,197,0,2,531,1,1
3229,23,1,2,2,431,0,2,201,3,1
3230,58,8,3,2,169,0,2,216,1,1
3231,45,10,3,3,226,1,2,91,4,1
3232,30,2,2,2,2424,0,2,337,1,1
3233,23,1,2,2,1234,0,2,379,1,1
3234,34,10,3,3,271,1,2,308,1,1
3235,27,10,2,3,-69,1,2,205,3,1
3236,28,1,2,3,1562,0,2,659,4,1
3237,61,9,1,3,52587,0,2,394,3,1
3238,27,5,2,2,535,0,2,171,1,1
3239,34,10,2,3,2159,0,2,386,1,1
3240,52,7,3,2,195,1,2,220,1,1
3241,28,7,2,2,154,1,2,416,2,1
3242,35,10,2,3,681,0,2,737,1,1
3243,66,3,3,2,2326,0,1,232,1,1
3244,52,6,3,2,961,0,1,222,1,1
3245,26,8,2,3,2532,1,1,269,1,1
3246,38,10,2,3,455,1,2,255,2,1
3247,59,9,3,3,2013,0,2,222,4,1
3248,47,5,3,2,1568,1,2,388,1,1
3249,22,1,2,2,1215,0,2,145,3,1
3250,82,3,3,2,121,0,2,330,1,1
3251,60,3,1,2,1,0,2,302,1,1
3252,53,10,3,3,597,0,2,392,1,1
3253,39,10,2,3,763,0,2,543,1,1
3254,27,10,2,2,326,0,2,326,1,1
3255,35,10,3,3,1380,0,2,155,1,1
3256,80,4,3,1,0,0,2,639,1,1
3257,47,8,3,2,368,0,2,269,1,1
3258,72,3,1,3,438,0,2,279,1,1
3259,45,10,2,3,483,0,2,95,2,1
3260,37,2,3,3,7620,0,2,367,1,1
3261,29,9,2,3,805,0,2,132,1,1
3262,40,10,2,3,0,1,2,228,2,1
3263,32,10,3,3,302,1,1,61,1,1
3264,20,1,2,2,215,0,2,175,1,1
3265,48,4,3,3,5473,0,2,127,2,1
3266,60,8,3,2,106,0,2,137,1,1
3267,70,3,3,1,2346,0,2,694,1,1
3268,78,3,1,2,3219,0,2,151,1,1
3269,52,8,2,2,2227,0,2,242,2,1
3270,61,9,1,3,6610,0,2,481,2,1
3271,27,6,2,2,195,1,2,416,3,1
3272,63,7,3,2,973,0,2,318,1,1
3273,59,7,3,2,7766,1,2,1422,1,1
3274,22,1,2,2,948,0,2,169,1,1
3275,66,10,3,2,2149,1,2,98,1,1
3276,74,3,3,1,1413,0,2,385,2,1
3277,52,7,3,2,117,0,2,959,3,1
3278,71,3,1,2,0,0,2,771,1,1
3279,33,10,3,3,71,0,2,335,3,1
3280,56,7,3,2,1938,0,1,229,1,1
3281,30,10,2,3,5359,0,2,427,1,1
3282,73,3,3,2,519,0,2,270,3,1
3283,28,5,2,2,-46,1,2,525,1,1
3284,27,7,2,3,1075,0,2,658,1,1
3285,38,6,2,2,91,0,2,207,1,1
3286,28,7,2,2,598,1,2,177,1,1
3287,37,10,2,3,1027,1,2,313,1,1
3288,47,7,3,1,235,0,2,136,2,1
3289,60,3,1,3,2,0,2,228,4,1
3290,42,7,3,2,4945,1,2,311,2,1
3291,27,1,2,3,311,0,2,187,3,1
3292,25,1,2,2,154,0,2,141,1,1
3293,90,3,1,1,712,0,2,557,1,1
3294,29,1,2,2,7585,0,2,145,2,1
3295,29,7,2,3,2489,1,2,355,1,1
3296,63,3,3,2,2896,0,2,180,2,1
3297,32,10,2,3,354,0,2,177,2,1
3298,32,10,3,3,2667,1,2,251,1,1
3299,42,10,3,3,144,0,2,148,1,1
3300,26,8,2,3,760,1,2,456,2,1
3301,73,3,2,2,1050,0,2,562,3,1
3302,26,1,2,2,5296,0,2,229,1,1
3303,60,8,3,2,12980,0,2,115,1,1
3304,25,5,2,2,509,0,2,418,1,1
3305,64,3,3,3,1644,0,2,341,4,1
3306,68,3,3,1,451,0,2,373,1,1
3307,39,6,3,2,53,0,2,257,1,1
3308,40,2,2,2,334,0,2,219,1,1
3309,37,10,3,3,6771,0,2,319,1,1
3310,36,6,3,2,52,1,2,498,2,1
3311,33,10,1,3,2240,0,2,264,2,1
3312,83,3,3,3,4761,0,2,659,1,1
3313,31,7,3,3,1570,1,2,277,4,1
3314,64,2,1,2,588,0,2,409,1,1
3315,59,2,3,2,957,0,2,301,1,1
3316,33,10,2,3,224,0,2,241,2,1
3317,35,10,3,3,2161,0,2,139,2,1
3318,69,3,3,2,426,0,2,225,1,1
3319,31,10,2,3,147,0,2,469,1,1
3320,73,3,3,1,508,0,2,176,1,1
3321,35,7,3,2,294,1,2,301,1,1
3322,28,10,2,3,1825,0,2,236,1,1
3323,34,10,3,3,158,0,2,212,3,1
3324,33,10,3,3,0,1,2,305,1,1
3325,36,6,3,2,4721,0,2,288,2,1
3326,44,10,3,2,282,0,2,700,2,1
3327,19,1,2,2,108,0,2,273,2,1
3328,28,10,2,3,187,0,2,295,1,1
3329,51,5,3,1,3764,0,2,450,3,1
